"candidate_name","start_year","start_quarter","end_year","end_quarter","approve","disapprove","no_opinion","n_obs"
"Barack Obama",2016,2,2016,2,51,46,3,1004
"Barack Obama",2016,2,2016,2,53,41,6,1280
"Barack Obama",2016,2,2016,2,53,42,5,1000
"Barack Obama",2016,2,2016,2,50,44,7,2245
"Barack Obama",2016,2,2016,2,49,46,5,803
"Barack Obama",2016,2,2016,2,52,45,2,1001
"Barack Obama",2016,2,2016,2,48,48,4,1100
"Barack Obama",2016,2,2016,2,51,43,6,1000
"Barack Obama",2016,2,2016,2,51,45,4,1000
"Barack Obama",2016,2,2016,2,55,41,3,1001
"Barack Obama",2016,2,2016,2,48,48,4,1610
"Barack Obama",2016,2,2016,2,50,47,3,1000
"Barack Obama",2016,2,2016,2,50,47,3,1017
"Barack Obama",2016,3,2016,3,53,41,5,1600
"Barack Obama",2016,3,2016,3,51,46,3,1000
"Barack Obama",2016,3,2016,3,57,42,2,1003
"Barack Obama",2016,3,2016,3,53,45,2,900
"Barack Obama",2016,3,2016,3,49,46,6,805
"Barack Obama",2016,3,2016,3,48,47,5,1100
"Barack Obama",2016,3,2016,3,50,47,4,1001
"Barack Obama",2016,3,2016,3,54,45,1,1003
"Barack Obama",2016,3,2016,3,52,45,3,1022
"Barack Obama",2016,3,2016,3,53,40,7,1132
"Barack Obama",2016,3,2016,3,56,42,3,1002
"Barack Obama",2016,3,2016,3,56,40,4,803
"Barack Obama",2016,3,2016,3,53,42,5,2010
"Barack Obama",2016,3,2016,3,46,50,4,1100
"Barack Obama",2016,3,2016,3,54,44,3,1498
"Barack Obama",2016,3,2016,3,50,45,5,1000
"Barack Obama",2016,3,2016,3,54,43,3,1011
"Barack Obama",2016,3,2016,3,53,46,1,2010
"Barack Obama",2016,3,2016,3,51,48,1,1001
"Barack Obama",2016,3,2016,3,52,45,3,1006
"Barack Obama",2016,3,2016,3,52,43,5,1298
"Barack Obama",2016,3,2016,3,48,46,6,1100
"Barack Obama",2016,3,2016,4,55,38,7,1501
"Barack Obama",2016,4,2016,4,54,42,5,2583
"George W. Bush",2001,1,2001,1,46,14,40,902
"George W. Bush",2001,1,2001,1,57,25,18,1003
"George W. Bush",2001,1,2001,1,55,16,29,901
"George W. Bush",2001,1,2001,1,52,24,24,1015
"George W. Bush",2001,1,2001,1,47,19,35,909
"George W. Bush",2001,1,2001,1,52,25,23,1000
"George W. Bush",2001,1,2001,1,57,25,18,1016
"George W. Bush",2001,1,2001,1,53,21,26,1124
"George W. Bush",2001,1,2001,1,55,23,22,1050
"George W. Bush",2001,1,2001,1,57,22,21,2024
"George W. Bush",2001,1,2001,1,62,18,20,1449
"George W. Bush",2001,1,2001,1,63,22,15,1060
"George W. Bush",2001,1,2001,2,58,27,15,1709
"George W. Bush",2001,1,2001,1,49,20,30,909
"George W. Bush",2001,1,2001,1,60,22,18,1105
"George W. Bush",2001,1,2001,1,58,29,13,1015
"George W. Bush",2001,1,2001,1,56,23,21,904
"George W. Bush",2001,1,2001,1,55,30,15,1025
"George W. Bush",2001,1,2001,1,49,38,13,1024
"George W. Bush",2001,1,2001,1,58,33,8,903
"George W. Bush",2001,1,2001,1,53,29,18,1024
"George W. Bush",2001,1,2001,1,57,24,19,905
"George W. Bush",2001,2,2001,2,53,35,12,660
"George W. Bush",2001,2,2001,2,59,30,11,1025
"George W. Bush",2001,2,2001,2,44,31,25,949
"George W. Bush",2001,2,2001,2,56,31,13,1000
"George W. Bush",2001,2,2001,2,57,28,15,1000
"George W. Bush",2001,2,2001,2,56,27,17,1202
"George W. Bush",2001,2,2001,2,63,22,15,904
"George W. Bush",2001,2,2001,2,63,32,5,1350
"George W. Bush",2001,2,2001,2,62,29,9,1015
"George W. Bush",2001,2,2001,2,56,30,14,1016
"George W. Bush",2001,2,2001,2,57,33,10,813
"George W. Bush",2001,2,2001,2,56,29,15,921
"George W. Bush",2001,2,2001,2,52,25,23,909
"George W. Bush",2001,2,2001,2,57,30,13,1002
"George W. Bush",2001,2,2001,2,53,33,14,1005
"George W. Bush",2001,2,2001,2,59,26,15,900
"George W. Bush",2001,2,2001,2,57,30,13,1063
"George W. Bush",2001,2,2001,2,50,31,19,1056
"George W. Bush",2001,2,2001,2,53,32,15,1202
"George W. Bush",2001,2,2001,2,59,28,13,908
"George W. Bush",2001,2,2001,2,55,35,10,1011
"George W. Bush",2001,2,2001,2,57,36,7,1000
"George W. Bush",2001,2,2001,2,55,33,12,1004
"George W. Bush",2001,2,2001,2,50,46,4,1010
"George W. Bush",2001,2,2001,2,50,33,17,1200
"George W. Bush",2001,2,2001,2,53,34,13,1050
"George W. Bush",2001,2,2001,2,50,35,15,806
"George W. Bush",2001,2,2001,3,52,34,14,1014
"George W. Bush",2001,3,2001,3,51,32,17,1003
"George W. Bush",2001,3,2001,3,50,33,8,998
"George W. Bush",2001,3,2001,3,55,35,10,1015
"George W. Bush",2001,3,2001,3,52,27,21,555
"George W. Bush",2001,3,2001,3,56,33,11,1038
"George W. Bush",2001,3,2001,3,56,39,5,1022
"George W. Bush",2001,3,2001,3,59,25,16,900
"George W. Bush",2001,3,2001,3,50,32,18,1277
"George W. Bush",2001,3,2001,3,55,35,10,1017
"George W. Bush",2001,3,2001,3,57,35,8,1017
"George W. Bush",2001,3,2001,3,57,34,9,1013
"George W. Bush",2001,3,2001,4,90,6,4,902
"George W. Bush",2001,3,2001,3,54,40,14,1000
"George W. Bush",2001,3,2001,3,82,11,7,1001
"George W. Bush",2001,3,2001,3,80,9,11,1200
"George W. Bush",2001,3,2001,3,78,15,7,1082
"George W. Bush",2001,3,2001,3,82,12,6,821
"George W. Bush",2001,3,2001,3,71,16,13,1003
"George W. Bush",2001,3,2001,3,81,12,7,900
"George W. Bush",2001,3,2001,3,86,10,4,1005
"George W. Bush",2001,3,2001,3,89,7,5,1216
"George W. Bush",2001,3,2001,3,87,10,3,1007
"George W. Bush",2001,3,2001,3,90,6,4,1005
"George W. Bush",2001,3,2001,3,86,7,7,1488
"George W. Bush",2001,3,2001,3,90,6,4,1215
"George W. Bush",2001,3,2001,3,86,9,5,1000
"George W. Bush",2001,3,2001,3,84,11,5,1055
"George W. Bush",2001,3,2001,3,69,30,1,1000
"George W. Bush",2001,4,2001,4,84,8,8,1001
"George W. Bush",2001,4,2001,4,80,10,10,900
"George W. Bush",2001,4,2001,4,82,11,8,925
"George W. Bush",2001,4,2001,4,84,11,5,1002
"George W. Bush",2001,4,2001,4,87,10,3,819
"George W. Bush",2001,4,2001,4,90,5,5,436
"George W. Bush",2001,4,2001,4,92,6,1,1009
"George W. Bush",2001,4,2001,4,89,8,3,1011
"George W. Bush",2001,4,2001,4,88,8,4,1004
"George W. Bush",2001,4,2001,4,89,9,2,1044
"George W. Bush",2001,4,2001,4,88,11,1,1001
"George W. Bush",2001,4,2001,4,84,10,6,900
"George W. Bush",2001,4,2001,4,88,8,4,1006
"George W. Bush",2001,4,2001,4,88,9,3,1006
"George W. Bush",2001,4,2001,4,89,8,3,1002
"George W. Bush",2001,4,2001,4,87,8,5,1024
"George W. Bush",2001,4,2001,4,85,10,5,1005
"George W. Bush",2001,4,2001,4,81,18,NA,1000
"George W. Bush",2001,4,2001,4,84,8,8,900
"George W. Bush",2001,4,2001,4,85,11,4,1001
"George W. Bush",2001,4,2001,4,87,9,4,1012
"George W. Bush",2001,4,2001,4,89,9,2,756
"George W. Bush",2001,4,2001,4,87,9,4,1037
"George W. Bush",2001,4,2001,4,82,11,8,920
"George W. Bush",2001,4,2001,4,87,9,4,1005
"George W. Bush",2001,4,2001,4,85,8,7,1001
"George W. Bush",2001,4,2001,4,88,7,5,809
"George W. Bush",2001,4,2001,4,88,7,5,900
"George W. Bush",2001,4,2001,4,86,10,4,1995
"George W. Bush",2001,4,2001,4,84,9,7,1500
"George W. Bush",2001,4,2001,4,85,7,8,805
"George W. Bush",2001,4,2001,4,85,10,5,1000
"George W. Bush",2001,4,2001,4,87,8,5,1025
"George W. Bush",2001,4,2001,4,89,9,1,759
"George W. Bush",2001,4,2001,4,86,6,8,900
"George W. Bush",2001,4,2001,4,85,9,6,1002
"George W. Bush",2001,4,2001,4,86,10,4,1002
"George W. Bush",2001,4,2001,4,82,12,2,1003
"George W. Bush",2001,4,2001,4,79,13,8,921
"George W. Bush",2001,4,2001,4,86,9,5,1052
"George W. Bush",2001,4,2001,4,85,11,4,1019
"George W. Bush",2001,4,2001,4,86,8,6,900
"George W. Bush",2001,4,2001,4,83,10,7,1002
"George W. Bush",2001,4,2001,4,86,11,3,1019
"George W. Bush",2001,4,2001,4,82,17,1,1011
"George W. Bush",2001,4,2001,4,79,17,4,1102
"George W. Bush",2001,4,2001,4,86,12,2,755
"George W. Bush",2001,4,2001,4,82,13,5,1008
"George W. Bush",2002,1,2002,1,66,8,1,1000
"George W. Bush",2002,1,2002,1,84,10,6,1060
"George W. Bush",2002,1,2002,1,85,13,3,1000
"George W. Bush",2002,1,2002,1,80,11,9,1201
"George W. Bush",2002,1,2002,1,78,12,12,906
"George W. Bush",2002,1,2002,1,84,13,4,1011
"George W. Bush",2002,1,2002,1,71,8,1,1000
"George W. Bush",2002,1,2002,1,82,13,5,1011
"George W. Bush",2002,1,2002,1,79,18,2,1000
"George W. Bush",2002,1,2002,1,74,21,5,1100
"George W. Bush",2002,1,2002,1,82,12,6,1034
"George W. Bush",2002,1,2002,1,77,17,6,1017
"George W. Bush",2002,1,2002,1,83,14,3,1507
"George W. Bush",2002,1,2002,1,84,13,3,1011
"George W. Bush",2002,1,2002,1,81,12,7,900
"George W. Bush",2002,1,2002,1,83,12,5,1008
"George W. Bush",2002,1,2002,1,80,15,5,1545
"George W. Bush",2002,1,2002,1,66,11,1,1000
"George W. Bush",2002,1,2002,1,61,12,NA,1000
"George W. Bush",2002,1,2002,1,82,14,4,1001
"George W. Bush",2002,1,2002,1,75,17,9,902
"George W. Bush",2002,1,2002,1,82,14,4,1001
"George W. Bush",2002,1,2002,1,81,11,8,900
"George W. Bush",2002,1,2002,1,62,18,20,1100
"George W. Bush",2002,1,2002,1,78,14,8,861
"George W. Bush",2002,1,2002,1,75,31,4,1000
"George W. Bush",2002,1,2002,1,77,13,10,900
"George W. Bush",2002,1,2002,1,81,14,5,863
"George W. Bush",2002,1,2002,1,81,14,5,863
"George W. Bush",2002,1,2002,1,74,24,2,2000
"George W. Bush",2002,1,2002,1,77,18,5,1006
"George W. Bush",2002,1,2002,1,72,17,11,921
"George W. Bush",2002,1,2002,1,82,16,2,1008
"George W. Bush",2002,1,2002,1,80,14,6,802
"George W. Bush",2002,1,2002,1,80,12,8,900
"George W. Bush",2002,1,2002,1,75,18,7,1014
"George W. Bush",2002,1,2002,1,55,34,11,1032
"George W. Bush",2002,1,2002,1,63,11,1,1000
"George W. Bush",2002,1,2002,1,73,19,8,1100
"George W. Bush",2002,1,2002,1,74,16,10,1001
"George W. Bush",2002,1,2002,1,79,17,4,1011
"George W. Bush",2002,1,2002,1,79,18,3,1086
"George W. Bush",2002,2,2002,2,77,17,6,616
"George W. Bush",2002,2,2002,2,79,13,8,900
"George W. Bush",2002,2,2002,2,76,19,5,1009
"George W. Bush",2002,2,2002,2,74,20,6,1005
"George W. Bush",2002,2,2002,2,75,20,5,1003
"George W. Bush",2002,2,2002,2,69,19,11,900
"George W. Bush",2002,2,2002,2,75,18,7,1003
"George W. Bush",2002,2,2002,2,76,15,9,1119
"George W. Bush",2002,2,2002,2,76,15,9,900
"George W. Bush",2002,2,2002,2,78,20,2,1207
"George W. Bush",2002,2,2002,2,72,25,1,1579
"George W. Bush",2002,2,2002,2,50,24,4,1000
"George W. Bush",2002,2,2002,2,77,17,6,1009
"George W. Bush",2002,2,2002,2,77,16,7,1100
"George W. Bush",2002,2,2002,2,71,16,13,1000
"George W. Bush",2002,2,2002,2,69,18,13,3002
"George W. Bush",2002,2,2002,2,73,18,9,1172
"George W. Bush",2002,2,2002,2,77,20,3,1002
"George W. Bush",2002,2,2002,2,72,18,10,900
"George W. Bush",2002,2,2002,2,65,27,8,565
"George W. Bush",2002,2,2002,2,71,26,1,1567
"George W. Bush",2002,2,2002,2,72,25,1,1579
"George W. Bush",2002,2,2002,2,55,14,2,1000
"George W. Bush",2002,2,2002,2,76,19,5,1012
"George W. Bush",2002,2,2002,2,66,21,13,906
"George W. Bush",2002,2,2002,2,77,16,7,647
"George W. Bush",2002,2,2002,2,73,20,7,1002
"George W. Bush",2002,2,2002,2,57,13,2,1000
"George W. Bush",2002,2,2002,2,71,26,1,1567
"George W. Bush",2002,2,2002,2,76,22,3,803
"George W. Bush",2002,2,2002,2,75,18,7,602
"George W. Bush",2002,2,2002,2,71,18,11,681
"George W. Bush",2002,2,2002,2,76,17,7,1002
"George W. Bush",2002,2,2002,2,72,22,6,1007
"George W. Bush",2002,2,2002,2,77,17,6,1003
"George W. Bush",2002,2,2002,2,76,14,10,1100
"George W. Bush",2002,2,2002,2,70,23,7,1010
"George W. Bush",2002,2,2002,2,64,23,13,900
"George W. Bush",2002,2,2002,2,74,15,11,900
"George W. Bush",2002,2,2002,2,77,20,3,1004
"George W. Bush",2002,2,2002,2,74,18,8,800
"George W. Bush",2002,2,2002,2,69,23,8,1008
"George W. Bush",2002,2,2002,2,74,23,3,1000
"George W. Bush",2002,2,2002,2,74,22,4,1004
"George W. Bush",2002,2,2002,2,74,20,6,1005
"George W. Bush",2002,2,2002,2,70,20,10,892
"George W. Bush",2002,2,2002,2,72,23,5,1000
"George W. Bush",2002,2,2002,2,73,14,13,900
"George W. Bush",2002,2,2002,2,70,20,10,1212
"George W. Bush",2002,2,2002,2,70,23,7,1003
"George W. Bush",2002,2,2002,2,73,21,6,1020
"George W. Bush",2002,2,2002,2,70,19,11,1000
"George W. Bush",2002,2,2002,2,67,21,12,1100
"George W. Bush",2002,2,2002,2,76,19,5,1019
"George W. Bush",2002,3,2002,3,52,32,17,1003
"George W. Bush",2002,3,2002,3,76,18,6,1013
"George W. Bush",2002,3,2002,3,74,19,6,685
"George W. Bush",2002,3,2002,3,65,22,13,924
"George W. Bush",2002,3,2002,3,67,21,12,1365
"George W. Bush",2002,3,2002,3,70,19,11,900
"George W. Bush",2002,3,2002,3,73,21,6,1004
"George W. Bush",2002,3,2002,3,70,24,6,1003
"George W. Bush",2002,3,2002,3,51,37,12,1006
"George W. Bush",2002,3,2002,3,68,22,10,1000
"George W. Bush",2002,3,2002,3,72,25,2,1512
"George W. Bush",2002,3,2002,3,70,20,10,1000
"George W. Bush",2002,3,2002,3,65,10,1,1000
"George W. Bush",2002,3,2002,3,65,25,10,1004
"George W. Bush",2002,3,2002,3,66,31,NA,2000
"George W. Bush",2002,3,2002,3,62,37,1,1010
"George W. Bush",2002,3,2002,3,67,27,6,1014
"George W. Bush",2002,3,2002,3,69,24,7,1005
"George W. Bush",2002,3,2002,3,65,25,10,995
"George W. Bush",2002,3,2002,3,70,28,2,1000
"George W. Bush",2002,3,2002,3,65,27,8,756
"George W. Bush",2002,3,2002,3,69,18,13,900
"George W. Bush",2002,3,2002,3,69,28,3,1023
"George W. Bush",2002,3,2002,3,62,31,7,1100
"George W. Bush",2002,3,2002,3,69,26,3,1004
"George W. Bush",2002,3,2002,3,71,23,6,1003
"George W. Bush",2002,3,2002,3,63,26,11,2886
"George W. Bush",2002,3,2002,3,64,33,NA,2000
"George W. Bush",2002,3,2002,3,68,26,6,1007
"George W. Bush",2002,3,2002,3,61,27,12,903
"George W. Bush",2002,3,2002,3,66,25,9,832
"George W. Bush",2002,3,2002,3,69,20,11,900
"George W. Bush",2002,3,2002,3,60,27,13,1001
"George W. Bush",2002,3,2002,3,44,50,6,2000
"George W. Bush",2002,3,2002,3,64,33,NA,2000
"George W. Bush",2002,3,2002,3,65,28,7,801
"George W. Bush",2002,3,2002,3,59,34,7,1100
"George W. Bush",2002,3,2002,3,65,28,7,1004
"George W. Bush",2002,3,2002,3,61,30,9,1005
"George W. Bush",2002,3,2002,3,63,28,9,937
"George W. Bush",2002,3,2002,3,66,29,5,1003
"George W. Bush",2002,3,2002,3,64,30,6,1011
"George W. Bush",2002,3,2002,3,51,18,1,2000
"George W. Bush",2002,3,2002,3,44,50,6,2000
"George W. Bush",2002,3,2002,3,69,28,3,1003
"George W. Bush",2002,3,2002,3,56,31,13,914
"George W. Bush",2002,3,2002,3,63,26,11,1919
"George W. Bush",2002,3,2002,3,63,26,11,1919
"George W. Bush",2002,3,2002,3,66,30,4,1004
"George W. Bush",2002,3,2002,3,71,27,3,1011
"George W. Bush",2002,3,2002,3,66,22,12,900
"George W. Bush",2002,3,2002,3,65,31,4,760
"George W. Bush",2002,3,2002,3,70,23,7,1000
"George W. Bush",2002,3,2002,3,67,22,11,1150
"George W. Bush",2002,3,2002,3,70,26,4,803
"George W. Bush",2002,3,2002,3,53,18,NA,2000
"George W. Bush",2002,3,2002,3,51,18,1,2000
"George W. Bush",2002,3,2002,3,53,16,1,2000
"George W. Bush",2002,3,2002,3,69,28,3,1000
"George W. Bush",2002,3,2002,3,53,16,1,2000
"George W. Bush",2002,3,2002,3,66,30,4,1010
"George W. Bush",2002,3,2002,3,66,27,7,903
"George W. Bush",2002,3,2002,3,68,26,6,800
"George W. Bush",2002,3,2002,3,67,30,3,1003
"George W. Bush",2002,3,2002,3,65,25,10,900
"George W. Bush",2002,3,2002,3,55,38,7,1100
"George W. Bush",2002,3,2002,3,65,27,8,1011
"George W. Bush",2002,4,2002,4,50,21,NA,2000
"George W. Bush",2002,4,2002,4,53,18,NA,2000
"George W. Bush",2002,4,2002,4,61,30,9,1513
"George W. Bush",2002,4,2002,4,67,28,5,1502
"George W. Bush",2002,4,2002,4,63,29,8,668
"George W. Bush",2002,4,2002,4,55,32,13,912
"George W. Bush",2002,4,2002,4,66,21,13,900
"George W. Bush",2002,4,2002,4,61,29,10,1000
"George W. Bush",2002,4,2002,4,66,30,4,762
"George W. Bush",2002,4,2002,4,62,31,7,1002
"George W. Bush",2002,4,2002,4,50,21,NA,2000
"George W. Bush",2002,4,2002,4,49,21,NA,2000
"George W. Bush",2002,4,2002,4,59,29,2,1751
"George W. Bush",2002,4,2002,4,63,31,6,1012
"George W. Bush",2002,4,2002,4,67,28,5,1018
"George W. Bush",2002,4,2002,4,63,31,7,1001
"George W. Bush",2002,4,2002,4,61,33,6,1007
"George W. Bush",2002,4,2002,4,61,29,10,1001
"George W. Bush",2002,4,2002,4,67,29,4,1211
"George W. Bush",2002,4,2002,4,50,21,1,2000
"George W. Bush",2002,4,2002,4,55,39,6,1100
"George W. Bush",2002,4,2002,4,62,28,10,1018
"George W. Bush",2002,4,2002,4,52,14,NA,2000
"George W. Bush",2002,4,2002,4,63,29,8,1221
"George W. Bush",2002,4,2002,4,67,32,1,845
"George W. Bush",2002,4,2002,4,67,32,1,504
"George W. Bush",2002,4,2002,4,62,30,9,1867
"George W. Bush",2002,4,2002,4,65,31,4,1000
"George W. Bush",2002,4,2002,4,59,31,10,900
"George W. Bush",2002,4,2002,4,60,30,10,1000
"George W. Bush",2002,4,2002,4,68,27,5,1014
"George W. Bush",2002,4,2002,4,66,26,8,1001
"George W. Bush",2002,4,2002,4,64,30,6,1006
"George W. Bush",2002,4,2002,4,65,33,2,1010
"George W. Bush",2002,4,2002,4,58,27,15,1100
"George W. Bush",2002,4,2002,4,68,20,12,900
"George W. Bush",2002,4,2002,4,65,32,NA,2012
"George W. Bush",2002,4,2002,4,61,29,10,900
"George W. Bush",2002,4,2002,4,66,22,12,900
"George W. Bush",2002,4,2002,4,65,32,NA,2012
"George W. Bush",2002,4,2002,4,62,35,1,2001
"George W. Bush",2002,4,2002,4,64,29,7,1001
"George W. Bush",2002,4,2002,4,62,33,5,1005
"George W. Bush",2002,4,2002,4,63,32,5,1009
"George W. Bush",2002,4,2002,4,78,13,9,1199
"George W. Bush",2002,4,2002,4,66,32,2,1209
"George W. Bush",2002,4,2002,4,59,35,6,1305
"George W. Bush",2002,4,2002,4,63,33,4,1009
"George W. Bush",2002,4,2002,4,57,30,13,1100
"George W. Bush",2002,4,2002,4,55,38,7,1006
"George W. Bush",2002,4,2002,4,65,26,9,900
"George W. Bush",2002,4,2002,4,48,22,NA,2000
"George W. Bush",2002,4,2002,4,62,35,1,2001
"George W. Bush",2002,4,2002,4,61,32,7,1007
"George W. Bush",2003,1,2003,1,58,36,6,1000
"George W. Bush",2003,1,2003,1,63,32,5,1000
"George W. Bush",2003,1,2003,1,64,28,8,902
"George W. Bush",2003,1,2003,1,58,31,12,902
"George W. Bush",2003,1,2003,1,58,32,10,1218
"George W. Bush",2003,1,2003,1,58,37,5,1002
"George W. Bush",2003,1,2003,1,61,34,5,1000
"George W. Bush",2003,1,2003,1,63,28,9,900
"George W. Bush",2003,1,2003,1,53,41,6,1010
"George W. Bush",2003,1,2003,1,56,33,11,1002
"George W. Bush",2003,1,2003,1,60,38,2,NA
"George W. Bush",2003,1,2003,1,59,35,6,997
"George W. Bush",2003,1,2003,1,54,40,6,1025
"George W. Bush",2003,1,2003,1,58,36,6,1006
"George W. Bush",2003,1,2003,1,55,38,7,1001
"George W. Bush",2003,1,2003,1,60,36,4,1000
"George W. Bush",2003,1,2003,1,59,37,4,504
"George W. Bush",2003,1,2003,1,59,28,13,900
"George W. Bush",2003,1,2003,1,53,39,5,1385
"George W. Bush",2003,1,2003,1,62,34,4,855
"George W. Bush",2003,1,2003,1,61,35,4,1003
"George W. Bush",2003,1,2003,1,53,40,7,1000
"George W. Bush",2003,1,2003,1,59,35,6,1001
"George W. Bush",2003,1,2003,1,55,37,8,900
"George W. Bush",2003,1,2003,1,63,28,9,931
"George W. Bush",2003,1,2003,1,61,31,8,514
"George W. Bush",2003,1,2003,1,62,32,6,1003
"George W. Bush",2003,1,2003,1,55,38,7,1003
"George W. Bush",2003,1,2003,1,64,34,3,1001
"George W. Bush",2003,1,2003,1,54,38,8,747
"George W. Bush",2003,1,2003,1,56,38,6,1100
"George W. Bush",2003,1,2003,1,57,32,11,900
"George W. Bush",2003,1,2003,1,54,36,10,1254
"George W. Bush",2003,1,2003,1,52,46,2,1010
"George W. Bush",2003,1,2003,1,58,37,5,1002
"George W. Bush",2003,1,2003,1,43,29,1,2000
"George W. Bush",2003,1,2003,1,60,34,6,1024
"George W. Bush",2003,1,2003,1,57,37,6,1003
"George W. Bush",2003,1,2003,1,56,35,9,681
"George W. Bush",2003,1,2003,1,55,33,12,900
"George W. Bush",2003,1,2003,1,61,35,4,1022
"George W. Bush",2003,1,2003,1,54,38,9,928
"George W. Bush",2003,1,2003,1,57,37,6,1003
"George W. Bush",2003,1,2003,1,48,27,NA,2036
"George W. Bush",2003,1,2003,1,43,29,1,2000
"George W. Bush",2003,1,2003,1,58,32,10,723
"George W. Bush",2003,1,2003,1,56,37,6,1010
"George W. Bush",2003,1,2003,1,60,32,8,900
"George W. Bush",2003,1,2003,1,53,37,10,1004
"George W. Bush",2003,1,2003,1,58,38,4,1007
"George W. Bush",2003,1,2003,1,51,42,7,1100
"George W. Bush",2003,1,2003,1,58,35,7,1049
"George W. Bush",2003,1,2003,1,64,31,5,483
"George W. Bush",2003,1,2003,1,62,33,5,506
"George W. Bush",2003,1,2003,1,48,27,NA,2036
"George W. Bush",2003,1,2003,1,67,28,5,506
"George W. Bush",2003,1,2003,1,68,26,7,1600
"George W. Bush",2003,1,2003,1,67,26,7,1495
"George W. Bush",2003,1,2003,1,67,26,7,903
"George W. Bush",2003,1,2003,1,68,25,7,1351
"George W. Bush",2003,1,2003,1,68,26,7,1600
"George W. Bush",2003,1,2003,1,71,25,4,1020
"George W. Bush",2003,1,2003,1,67,28,5,516
"George W. Bush",2003,1,2003,1,66,24,10,900
"George W. Bush",2003,1,2003,1,70,24,7,537
"George W. Bush",2003,1,2003,1,68,26,6,868
"George W. Bush",2003,1,2003,1,62,34,4,1014
"George W. Bush",2003,1,2003,1,68,26,6,1004
"George W. Bush",2003,1,2003,2,71,23,6,674
"George W. Bush",2003,1,2003,1,66,29,5,501
"George W. Bush",2003,1,2003,1,71,26,3,1012
"George W. Bush",2003,2,2003,2,55,21,NA,2003
"George W. Bush",2003,2,2003,2,64,27,9,906
"George W. Bush",2003,2,2003,2,68,28,4,745
"George W. Bush",2003,2,2003,2,67,26,7,950
"George W. Bush",2003,2,2003,2,55,21,NA,2003
"George W. Bush",2003,2,2003,2,71,25,4,511
"George W. Bush",2003,2,2003,2,70,27,3,1009
"George W. Bush",2003,2,2003,2,69,26,5,1018
"George W. Bush",2003,2,2003,2,67,24,9,1100
"George W. Bush",2003,2,2003,2,74,20,6,809
"George W. Bush",2003,2,2003,2,77,20,4,900
"George W. Bush",2003,2,2003,2,77,20,4,509
"George W. Bush",2003,2,2003,2,73,22,5,1048
"George W. Bush",2003,2,2003,2,68,26,6,1000
"George W. Bush",2003,2,2003,2,72,22,6,924
"George W. Bush",2003,2,2003,2,73,21,6,898
"George W. Bush",2003,2,2003,2,71,23,6,605
"George W. Bush",2003,2,2003,2,71,24,5,1011
"George W. Bush",2003,2,2003,2,55,21,NA,2003
"George W. Bush",2003,2,2003,2,76,15,9,1119
"George W. Bush",2003,2,2003,2,55,21,NA,2003
"George W. Bush",2003,2,2003,2,74,23,3,504
"George W. Bush",2003,2,2003,2,70,26,4,1001
"George W. Bush",2003,2,2003,2,65,25,10,900
"George W. Bush",2003,2,2003,2,62,32,6,1000
"George W. Bush",2003,2,2003,2,67,24,9,925
"George W. Bush",2003,2,2003,2,71,26,3,1105
"George W. Bush",2003,2,2003,2,65,27,8,1201
"George W. Bush",2003,2,2003,2,65,26,9,1007
"George W. Bush",2003,2,2003,2,64,28,9,919
"George W. Bush",2003,2,2003,2,69,28,3,1005
"George W. Bush",2003,2,2003,2,51,22,1,2003
"George W. Bush",2003,2,2003,2,65,24,11,900
"George W. Bush",2003,2,2003,2,74,21,5,910
"George W. Bush",2003,2,2003,2,64,35,2,1002
"George W. Bush",2003,2,2003,2,62,31,6,1000
"George W. Bush",2003,2,2003,2,62,31,7,1000
"George W. Bush",2003,2,2003,2,66,30,4,1014
"George W. Bush",2003,2,2003,2,64,26,10,900
"George W. Bush",2003,2,2003,2,51,22,1,2003
"George W. Bush",2003,2,2003,2,63,33,4,1012
"George W. Bush",2003,2,2003,2,64,29,7,758
"George W. Bush",2003,2,2003,2,64,32,4,1019
"George W. Bush",2003,2,2003,2,57,33,10,901
"George W. Bush",2003,2,2003,2,66,26,8,900
"George W. Bush",2003,2,2003,2,62,27,11,1000
"George W. Bush",2003,2,2003,2,61,36,3,1011
"George W. Bush",2003,2,2003,2,61,35,4,1011
"George W. Bush",2003,2,2003,2,47,25,NA,2000
"George W. Bush",2003,2,2003,2,65,25,10,900
"George W. Bush",2003,2,2003,2,68,29,4,1024
"George W. Bush",2003,2,2003,3,60,29,11,1201
"George W. Bush",2003,2,2003,2,58,35,6,1000
"George W. Bush",2003,2,2003,3,59,33,8,2925
"George W. Bush",2003,2,2003,2,61,36,3,1003
"George W. Bush",2003,2,2003,3,60,27,13,900
"George W. Bush",2003,3,2003,3,57,37,6,1000
"George W. Bush",2003,3,2003,3,55,35,10,901
"George W. Bush",2003,3,2003,3,62,34,4,1006
"George W. Bush",2003,3,2003,3,42,46,13,753
"George W. Bush",2003,3,2003,3,60,32,8,753
"George W. Bush",2003,3,2003,3,47,25,NA,2000
"George W. Bush",2003,3,2003,3,59,38,3,1006
"George W. Bush",2003,3,2003,3,55,37,8,1017
"George W. Bush",2003,3,2003,3,52,38,11,901
"George W. Bush",2003,3,2003,3,47,26,NA,2001
"George W. Bush",2003,3,2003,3,56,32,12,1001
"George W. Bush",2003,3,2003,3,57,34,9,900
"George W. Bush",2003,3,2003,3,57,41,2,1011
"George W. Bush",2003,3,2003,3,47,26,NA,2001
