"year","state","party","ecv","pct","votes"
1992,"CONNECTICUT","other",0,21.7,348771
1992,"CONNECTICUT","rep",8,42.4,682318
1992,"DELAWARE","dem",0,35.6,102313
1992,"DELAWARE","other",0,20.6,59213
1992,"DELAWARE","rep",3,43.8,126054
1992,"DISTRICT OF COLUMBIA","dem",0,9.3,20698
1992,"DISTRICT OF COLUMBIA","other",0,4.3,9681
1992,"DISTRICT OF COLUMBIA","rep",3,86.4,192619
1992,"FLORIDA","dem",25,41,2171781
1992,"FLORIDA","other",0,19.9,1052481
1992,"FLORIDA","rep",0,39.1,2071651
1992,"GEORGIA","dem",0,43,995252
1992,"GEORGIA","other",0,13.4,309657
1992,"GEORGIA","rep",13,43.6,1008966
1992,"HAWAII","dem",0,37.1,136822
1992,"HAWAII","other",0,14.3,53005
1992,"HAWAII","rep",4,48.6,179310
1992,"IDAHO","dem",4,43.1,202645
1992,"IDAHO","other",0,27.7,130395
1992,"IDAHO","rep",0,29.1,137013
1992,"ILLINOIS","dem",0,34.5,1734096
1992,"ILLINOIS","other",0,16.7,840515
1992,"ILLINOIS","rep",22,48.8,2453350
1992,"INDIANA","dem",12,41.9,939375
1992,"INDIANA","other",0,20.3,455934
1992,"INDIANA","rep",0,37.8,848420
1992,"IOWA","dem",0,37.5,504891
1992,"IOWA","other",0,18.8,253468
1992,"IOWA","rep",7,43.6,586353
1992,"KANSAS","dem",6,39.1,449469
1992,"KANSAS","other",0,27,311316
1992,"KANSAS","rep",0,33.9,389704
1992,"KENTUCKY","dem",0,41.5,617178
1992,"KENTUCKY","other",0,13.7,203944
1992,"KENTUCKY","rep",8,44.7,665104
1992,"LOUISIANA","dem",0,41.6,733386
1992,"LOUISIANA","other",0,12,211478
1992,"LOUISIANA","rep",9,46.3,815971
1992,"MAINE","dem",0,30.5,206504
1992,"MAINE","other",0,30.6,206820
1992,"MAINE","rep",4,38.9,263420
1992,"MARYLAND","dem",0,35.8,707094
1992,"MARYLAND","other",0,14.2,281414
1992,"MARYLAND","rep",10,50,988571
1992,"MASSACHUSETTS","dem",0,29.2,805039
1992,"MASSACHUSETTS","other",0,22.9,630731
1992,"MASSACHUSETTS","rep",12,47.9,1318639
1992,"MICHIGAN","dem",0,36.6,1554940
1992,"MICHIGAN","other",0,19.4,824813
1992,"MICHIGAN","rep",18,44,1871182
1992,"MINNESOTA","dem",0,32.1,747841
1992,"MINNESOTA","other",0,24.1,562506
1992,"MINNESOTA","rep",10,43.8,1020997
1992,"MISSISSIPPI","dem",7,49.1,487793
1992,"MISSISSIPPI","other",0,10.6,105045
1992,"MISSISSIPPI","rep",0,40.3,400268
1992,"MISSOURI","dem",0,34,811159
1992,"MISSOURI","other",0,21.8,518741
1992,"MISSOURI","rep",11,44.2,1053873
1992,"MONTANA","dem",0,35.5,144207
1992,"MONTANA","other",0,26.4,107225
1992,"MONTANA","rep",3,38.1,154507
1992,"NEBRASKA","dem",5,46.8,343678
1992,"NEBRASKA","other",0,23.7,174104
1992,"NEBRASKA","rep",0,29.5,216864
1992,"NEVADA","dem",0,35.3,175828
1992,"NEVADA","other",0,26.6,132580
1992,"NEVADA","rep",4,38,189148
1992,"NEW HAMPSHIRE","dem",0,38,202484
1992,"NEW HAMPSHIRE","other",0,22.8,121337
1992,"NEW HAMPSHIRE","rep",4,39.2,209040
1992,"NEW JERSEY","dem",0,40.9,1356865
1992,"NEW JERSEY","other",0,15.7,521829
1992,"NEW JERSEY","rep",15,43.3,1436206
1992,"NEW MEXICO","dem",0,37.6,212824
1992,"NEW MEXICO","other",0,16.2,91895
1992,"NEW MEXICO","rep",5,46.2,261617
1992,"NEW YORK","dem",0,34.1,2346649
1992,"NEW YORK","other",0,15.8,1090721
1992,"NEW YORK","rep",33,50.1,3444450
1992,"NORTH CAROLINA","dem",14,43.5,1134661
1992,"NORTH CAROLINA","other",0,13.7,357864
1992,"NORTH CAROLINA","rep",0,42.7,1114042
1992,"NORTH DAKOTA","dem",3,44.4,136244
1992,"NORTH DAKOTA","other",0,23.2,71084
1992,"NORTH DAKOTA","rep",0,32.3,99168
1992,"OHIO","dem",0,38.5,1894942
1992,"OHIO","other",0,21.1,1036426
1992,"OHIO","rep",21,40.4,1984942
1992,"OKLAHOMA","dem",8,42.8,592929
1992,"OKLAHOMA","other",0,23.1,319878
1992,"OKLAHOMA","rep",0,34.1,473066
1992,"OREGON","dem",0,32.8,475757
1992,"OREGON","other",0,24.4,354091
1992,"OREGON","rep",7,42.8,621314
1992,"PENNSYLVANIA","dem",0,36.3,1791841
1992,"PENNSYLVANIA","other",0,18.3,902667
1992,"PENNSYLVANIA","rep",23,45.4,2239164
1992,"RHODE ISLAND","dem",0,29.2,131601
1992,"RHODE ISLAND","other",0,23.3,105045
1992,"RHODE ISLAND","rep",4,47.4,213299
1992,"SOUTH CAROLINA","dem",8,48.3,577508
1992,"SOUTH CAROLINA","other",0,11.6,138782
1992,"SOUTH CAROLINA","rep",0,40.1,479514
1992,"SOUTH DAKOTA","dem",3,40.8,136718
1992,"SOUTH DAKOTA","other",0,21.9,73295
1992,"SOUTH DAKOTA","rep",0,37.3,124888
1992,"TENNESSEE","dem",0,42.6,841300
1992,"TENNESSEE","other",0,10.1,199968
1992,"TENNESSEE","rep",11,47.3,933521
1992,"TEXAS","dem",32,40.7,2496071
1992,"TEXAS","other",0,22.1,1354781
1992,"TEXAS","rep",0,37.2,2281815
1992,"UTAH","dem",5,43.4,322632
1992,"UTAH","other",0,24.6,183429
1992,"UTAH","rep",0,27.3,203400
1992,"VERMONT","dem",0,30.6,88122
1992,"VERMONT","other",0,22.9,65991
1992,"VERMONT","rep",3,46.4,133592
1992,"VIRGINIA","dem",13,45.3,1150517
1992,"VIRGINIA","other",0,13.7,348639
1992,"VIRGINIA","rep",0,40.9,1038650
1992,"WASHINGTON","dem",0,32.3,731234
1992,"WASHINGTON","other",0,23.9,541780
1992,"WASHINGTON","rep",11,43.8,993037
1992,"WEST VIRGINIA","dem",0,35.5,241974
1992,"WEST VIRGINIA","other",0,16,108829
1992,"WEST VIRGINIA","rep",5,48.5,331001
1992,"WISCONSIN","dem",0,37,930855
1992,"WISCONSIN","other",0,21.6,544479
1992,"WISCONSIN","rep",11,41.4,1041066
1992,"WYOMING","dem",3,39.9,79347
1992,"WYOMING","other",0,25.8,51263
1992,"WYOMING","rep",0,34.3,68160
1996,"ALABAMA","dem",0,43.2,662165
1996,"ALABAMA","other",0,6,92149
1996,"ALABAMA","rep",9,50.1,769044
1996,"ALASKA","dem",0,33.3,80380
1996,"ALASKA","other",0,10.9,26333
1996,"ALASKA","rep",3,50.8,122380
1996,"ARIZONA","dem",8,46.5,653288
1996,"ARIZONA","other",0,8,112072
1996,"ARIZONA","rep",0,44.3,622073
1996,"ARKANSAS","dem",6,53.7,475171
1996,"ARKANSAS","other",0,7.9,69884
1996,"ARKANSAS","rep",0,36.8,325416
1996,"CALIFORNIA","dem",54,51.1,5119835
1996,"CALIFORNIA","other",0,7,697847
1996,"CALIFORNIA","rep",0,38.2,3828380
1996,"COLORADO","dem",0,44.4,671152
1996,"COLORADO","other",0,6.6,99629
1996,"COLORADO","rep",8,45.8,691848
1996,"CONNECTICUT","dem",8,52.8,735740
1996,"CONNECTICUT","other",0,10,139523
1996,"CONNECTICUT","rep",0,34.7,483109
1996,"DELAWARE","dem",3,51.8,140355
1996,"DELAWARE","other",0,10.6,28719
1996,"DELAWARE","rep",0,36.6,99062
1996,"DISTRICT OF COLUMBIA","dem",3,85.2,158220
1996,"DISTRICT OF COLUMBIA","other",0,1.9,3611
1996,"DISTRICT OF COLUMBIA","rep",0,9.3,17339
1996,"FLORIDA","dem",25,48,2546870
1996,"FLORIDA","other",0,9.1,483870
1996,"FLORIDA","rep",0,42.3,2244536
1996,"GEORGIA","dem",0,45.8,1053849
1996,"GEORGIA","other",0,6.4,146337
1996,"GEORGIA","rep",13,47,1080843
1996,"HAWAII","dem",4,56.9,205012
1996,"HAWAII","other",0,7.6,27358
1996,"HAWAII","rep",0,31.6,113943
1996,"IDAHO","dem",0,33.6,165443
1996,"IDAHO","other",0,12.7,62518
1996,"IDAHO","rep",4,52.2,256595
1996,"ILLINOIS","dem",22,54.3,2341744
1996,"ILLINOIS","other",0,8,346408
1996,"ILLINOIS","rep",0,36.8,1587021
1996,"INDIANA","dem",0,41.5,887424
1996,"INDIANA","other",0,10.5,224299
1996,"INDIANA","rep",12,47.1,1006693
1996,"IOWA","dem",7,50.3,620258
1996,"IOWA","other",0,8.5,105159
1996,"IOWA","rep",0,39.9,492644
1996,"KANSAS","dem",0,36.1,387659
1996,"KANSAS","other",0,8.6,92639
1996,"KANSAS","rep",6,54.3,583245
1996,"KENTUCKY","dem",8,45.8,636614
1996,"KENTUCKY","other",0,8.7,120396
1996,"KENTUCKY","rep",0,44.9,623283
1996,"LOUISIANA","dem",9,52,927837
1996,"LOUISIANA","other",0,6.9,123293
1996,"LOUISIANA","rep",0,39.9,712586
1996,"MAINE","dem",4,51.6,312788
1996,"MAINE","other",0,14.2,85970
1996,"MAINE","rep",0,30.8,186378
1996,"MARYLAND","dem",10,54.2,966207
1996,"MARYLAND","other",0,6.5,115812
1996,"MARYLAND","rep",0,38.3,681530
1996,"MASSACHUSETTS","dem",28.1,718107,12
1996,"MASSACHUSETTS","other",NA,NA,0
1996,"MASSACHUSETTS","rep",8.9,227217,0
1996,"MICHIGAN","dem",18,51.7,1989653
1996,"MICHIGAN","other",0,8.7,336670
1996,"MICHIGAN","rep",0,38.5,1481212
1996,"MINNESOTA","dem",10,51.1,1120438
1996,"MINNESOTA","other",0,11.7,257704
1996,"MINNESOTA","rep",0,35,766476
1996,"MISSISSIPPI","dem",0,44.1,394022
1996,"MISSISSIPPI","other",0,5.8,52222
1996,"MISSISSIPPI","rep",7,49.2,439838
1996,"MISSOURI","dem",11,47.5,1025935
1996,"MISSOURI","other",0,10.1,217188
1996,"MISSOURI","rep",0,41.2,890016
1996,"MONTANA","dem",0,41.2,167922
1996,"MONTANA","other",0,13.6,55229
1996,"MONTANA","rep",3,44.1,179652
1996,"NEBRASKA","dem",0,34.9,236761
1996,"NEBRASKA","other",0,10.5,71278
1996,"NEBRASKA","rep",5,53.7,363467
1996,"NEVADA","dem",4,43.9,203974
1996,"NEVADA","other",0,9.5,43986
1996,"NEVADA","rep",0,42.9,199244
1996,"NEW HAMPSHIRE","dem",4,49.3,246214
1996,"NEW HAMPSHIRE","other",0,9.7,48390
1996,"NEW HAMPSHIRE","rep",0,39.4,196532
1996,"NEW JERSEY","dem",15,53.7,1652329
1996,"NEW JERSEY","other",0,8.5,262134
1996,"NEW JERSEY","rep",0,35.9,1103078
1996,"NEW MEXICO","dem",5,49.2,273495
1996,"NEW MEXICO","other",0,5.8,32257
1996,"NEW MEXICO","rep",0,41.9,232751
1996,"NEW YORK","dem",33,59.5,3756177
1996,"NEW YORK","other",0,8,503458
1996,"NEW YORK","rep",0,30.6,1933492
1996,"NORTH CAROLINA","dem",0,44,1107849
1996,"NORTH CAROLINA","other",0,6.7,168059
1996,"NORTH CAROLINA","rep",14,48.7,1225938
1996,"NORTH DAKOTA","dem",0,40.1,106905
1996,"NORTH DAKOTA","other",0,12.2,32515
1996,"NORTH DAKOTA","rep",3,46.9,125050
1996,"OHIO","dem",21,47.4,2148222
1996,"OHIO","other",0,10.7,483207
1996,"OHIO","rep",0,41,1859883
1996,"OKLAHOMA","dem",0,40.5,488105
1996,"OKLAHOMA","other",0,10.8,130788
1996,"OKLAHOMA","rep",8,48.3,582315
1996,"OREGON","dem",7,47.1,649641
1996,"OREGON","other",0,8.8,121221
1996,"OREGON","rep",0,39.1,538152
1996,"PENNSYLVANIA","dem",23,49.2,2215819
1996,"PENNSYLVANIA","other",0,9.6,430984
1996,"PENNSYLVANIA","rep",0,40,1801169
1996,"RHODE ISLAND","dem",4,59.7,233050
1996,"RHODE ISLAND","other",0,11.2,43723
1996,"RHODE ISLAND","rep",0,26.8,104683
1996,"SOUTH CAROLINA","dem",0,44,506283
1996,"SOUTH CAROLINA","other",0,5.6,64386
1996,"SOUTH CAROLINA","rep",8,49.8,573458
1996,"SOUTH DAKOTA","dem",0,43,139333
1996,"SOUTH DAKOTA","other",0,9.6,31250
1996,"SOUTH DAKOTA","rep",3,46.5,150543
1996,"TENNESSEE","dem",11,48,909146
1996,"TENNESSEE","other",0,5.6,105918
1996,"TENNESSEE","rep",0,45.6,863530
1996,"TEXAS","dem",0,43.8,2459683
1996,"TEXAS","other",0,6.7,378537
1996,"TEXAS","rep",32,48.8,2736167
1996,"UTAH","dem",0,33.3,221633
1996,"UTAH","other",0,10,66461
1996,"UTAH","rep",5,54.4,361911
1996,"VERMONT","dem",3,53.3,137894
1996,"VERMONT","other",0,12,31024
1996,"VERMONT","rep",0,31.1,80352
1996,"VIRGINIA","dem",0,45.1,1091060
1996,"VIRGINIA","other",0,6.6,159861
1996,"VIRGINIA","rep",13,47.1,1183350
1996,"WASHINGTON","dem",11,49.8,1123323
1996,"WASHINGTON","other",0,8.9,201003
1996,"WASHINGTON","rep",0,37.3,840712
1996,"WEST VIRGINIA","dem",5,51.5,327812
1996,"WEST VIRGINIA","other",0,11.3,71639
1996,"WEST VIRGINIA","rep",0,36.8,233946
1996,"WISCONSIN","dem",11,48.8,1071971
1996,"WISCONSIN","other",0,10.3,227339
1996,"WISCONSIN","rep",0,38.5,845029
1996,"WYOMING","dem",0,36.8,77934
1996,"WYOMING","other",0,12.3,25928
1996,"WYOMING","rep",3,49.8,105388
2000,"ALABAMA","dem",9,56.8,941173
2000,"ALABAMA","other",0,1.1,18323
2000,"ALABAMA","rep",0,41.8,692611
2000,"ALASKA","dem",3,58.8,167398
2000,"ALASKA","other",0,10.1,28747
2000,"ALASKA","rep",0,27.8,79004
2000,"ARIZONA","dem",8,51,781652
2000,"ARIZONA","other",0,3,45645
2000,"ARIZONA","rep",0,44.7,685341
2000,"ARKANSAS","dem",6,51.3,472940
2000,"ARKANSAS","other",0,1.4,13421
2000,"ARKANSAS","rep",0,45.9,422768
2000,"CALIFORNIA","dem",0,41.6,4567429
2000,"CALIFORNIA","other",0,3.8,418707
2000,"CALIFORNIA","rep",54,53.4,5861203
2000,"COLORADO","dem",8,50.7,883748
2000,"COLORADO","other",0,5.2,91434
2000,"COLORADO","rep",0,42.4,738227
2000,"CONNECTICUT","dem",0,38.9,561094
2000,"CONNECTICUT","other",0,4.3,64452
2000,"CONNECTICUT","rep",8,55.9,816015
2000,"DELAWARE","dem",0,41.9,137288
2000,"DELAWARE","other",0,2.5,8307
2000,"DELAWARE","rep",3,55,180068
2000,"DISTRICT OF COLUMBIA","dem",0,9,18073
2000,"DISTRICT OF COLUMBIA","other",0,5.2,10576
2000,"DISTRICT OF COLUMBIA","rep",3,85.4,171923
2000,"FLORIDA","dem",25,48.8,2912790
2000,"FLORIDA","other",0,1.6,97488
2000,"FLORIDA","rep",0,48.8,2912253
2000,"GEORGIA","dem",13,54.9,1419720
2000,"GEORGIA","other",NA,0,0
2000,"GEORGIA","rep",0,43.2,1116230
2000,"HAWAII","dem",205286,37.5,137845
2000,"HAWAII","other",NA,0,5.9
2000,"HAWAII","rep",21623,4,55.8
2000,"IDAHO","dem",4,67.2,336937
2000,"IDAHO","other",0,2.5,12292
2000,"IDAHO","rep",0,27.6,138637
2000,"ILLINOIS","dem",0,42.6,2019421
2000,"ILLINOIS","other",0,2.2,103759
2000,"ILLINOIS","rep",23,54.6,2589026
2000,"INDIANA","dem",12,57.1,1245836
2000,"INDIANA","other",NA,0,0
2000,"INDIANA","rep",0,41.4,901980
2000,"IOWA","dem",0,48.2,634373
2000,"IOWA","other",0,2.2,29374
2000,"IOWA","rep",7,48.6,638517
2000,"KANSAS","dem",6,58,622332
2000,"KANSAS","other",0,3.4,36086
2000,"KANSAS","rep",0,37.2,399276
2000,"KENTUCKY","dem",8,56.5,872520
2000,"KENTUCKY","other",0,1.5,23118
2000,"KENTUCKY","rep",0,41.4,638923
2000,"LOUISIANA","dem",9,52.5,927871
2000,"LOUISIANA","other",0,1.1,20473
2000,"LOUISIANA","rep",0,44.9,792344
2000,"MAINE","dem",0,44,286616
2000,"MAINE","other",0,5.7,37127
2000,"MAINE","rep",4,49.1,319951
2000,"MARYLAND","dem",0,40,770911
2000,"MARYLAND","other",0,2.6,51078
2000,"MARYLAND","rep",10,56.8,1093344
2000,"MASSACHUSETTS","dem",0,32.1,878502
2000,"MASSACHUSETTS","other",0,6.3,173564
2000,"MASSACHUSETTS","rep",12,59.1,1616487
2000,"MICHIGAN","dem",0,46.1,1953139
2000,"MICHIGAN","other",0,2,84165
2000,"MICHIGAN","rep",18,51.3,2170418
2000,"MINNESOTA","dem",0,45.5,1109659
2000,"MINNESOTA","other",0,5.2,126696
2000,"MINNESOTA","rep",10,47.9,1168266
2000,"MISSISSIPPI","dem",7,57.7,558884
2000,"MISSISSIPPI","other",0,0.8,7904
2000,"MISSISSIPPI","rep",0,40.6,392587
2000,"MISSOURI","dem",11,50.4,1189924
2000,"MISSOURI","other",0,1.6,38515
2000,"MISSOURI","rep",0,47.1,1111138
2000,"MONTANA","dem",3,58.6,240178
2000,"MONTANA","other",0,6,24437
2000,"MONTANA","rep",0,33.4,137126
2000,"NEBRASKA","dem",5,62.2,433862
2000,"NEBRASKA","other",0,3.5,24540
2000,"NEBRASKA","rep",0,33.2,231780
2000,"NEVADA","dem",4,49.5,301575
2000,"NEVADA","other",0,2.5,15008
2000,"NEVADA","rep",0,45.9,279978
2000,"NEW HAMPSHIRE","dem",4,48.2,273559
2000,"NEW HAMPSHIRE","other",0,3.9,22188
2000,"NEW HAMPSHIRE","rep",0,46.9,266348
2000,"NEW JERSEY","dem",0,40.3,1284173
2000,"NEW JERSEY","other",0,3,94554
2000,"NEW JERSEY","rep",15,56.1,1788850
2000,"NEW MEXICO","dem",0,47.8,286417
2000,"NEW MEXICO","other",0,3.5,21251
2000,"NEW MEXICO","rep",5,47.9,286783
2000,"NEW YORK","dem",0,33.1,2258577
2000,"NEW YORK","other",0,3.6,244030
2000,"NEW YORK","rep",33,57.8,3942215
2000,"NORTH CAROLINA","dem",14,55.9,1631163
2000,"NORTH CAROLINA","other",NA,0,0
2000,"NORTH CAROLINA","rep",0,43.1,1257692
2000,"NORTH DAKOTA","dem",3,60.7,174852
2000,"NORTH DAKOTA","other",0,2.5,7288
2000,"NORTH DAKOTA","rep",0,33.1,95284
2000,"OHIO","dem",21,50,2350363
2000,"OHIO","other",0,2.5,117799
2000,"OHIO","rep",0,46.4,2183628
2000,"OKLAHOMA","dem",8,60.3,744337
2000,"OKLAHOMA","other",NA,0,0
2000,"OKLAHOMA","rep",0,38.4,474276
2000,"OREGON","dem",0,46.5,713577
2000,"OREGON","other",0,5,77357
2000,"OREGON","rep",7,46.9,720342
2000,"PENNSYLVANIA","dem",0,46.4,2281127
2000,"PENNSYLVANIA","other",0,2.1,103392
2000,"PENNSYLVANIA","rep",23,50.6,2485967
2000,"RHODE ISLAND","dem",0,31.9,130555
2000,"RHODE ISLAND","other",0,6.1,25052
2000,"RHODE ISLAND","rep",4,61,249508
2000,"SOUTH CAROLINA","dem",8,56.8,786892
2000,"SOUTH CAROLINA","other",0,1.5,20279
2000,"SOUTH CAROLINA","rep",0,40.8,566039
2000,"SOUTH DAKOTA","dem",3,60.3,190700
2000,"SOUTH DAKOTA","other",NA,0,0
2000,"SOUTH DAKOTA","rep",0,37.6,118804
2000,"TENNESSEE","dem",11,51.1,1061949
2000,"TENNESSEE","other",0,0.9,19781
2000,"TENNESSEE","rep",0,47.3,981720
2000,"TEXAS","dem",32,59.3,3799639
2000,"TEXAS","other",0,2.1,137394
2000,"TEXAS","rep",0,38,2433746
2000,"UTAH","dem",5,66.8,515096
2000,"UTAH","other",0,4.6,35850
2000,"UTAH","rep",0,26.3,203053
2000,"VERMONT","dem",0,40.7,119775
2000,"VERMONT","other",0,6.9,20374
2000,"VERMONT","rep",3,50.6,149022
2000,"VIRGINIA","dem",13,52.5,1437490
2000,"VIRGINIA","other",0,2.2,59398
2000,"VIRGINIA","rep",0,44.4,1217290
2000,"WASHINGTON","dem",0,44.6,1108864
2000,"WASHINGTON","other",0,4.1,103002
2000,"WASHINGTON","rep",11,50.1,1247652
2000,"WEST VIRGINIA","dem",5,51.9,336475
2000,"WEST VIRGINIA","other",0,1.6,10455
2000,"WEST VIRGINIA","rep",0,45.6,295497
2000,"WISCONSIN","dem",0,47.6,1237279
2000,"WISCONSIN","other",0,3.6,94070
2000,"WISCONSIN","rep",11,47.9,1242987
2000,"WYOMING","dem",3,69.2,147674
2000,"WYOMING","other",NA,0,0
2000,"WYOMING","rep",0,28.3,60421
2004,"ALABAMA","dem",9,62.5,1171067
2004,"ALABAMA","other",0,0.6,12181
2004,"ALABAMA","rep",0,36.8,690123
2004,"ALASKA","dem",3,62.3,142087
2004,"ALASKA","other",0,3,6917
2004,"ALASKA","rep",0,34.7,79078
2004,"ARIZONA","dem",10,55.1,879202
2004,"ARIZONA","other",0,0.6,9609
2004,"ARIZONA","rep",0,44.3,705986
2004,"ARKANSAS","dem",6,54.1,541250
2004,"ARKANSAS","other",0,1.1,11495
2004,"ARKANSAS","rep",0,44.7,447720
2004,"CALIFORNIA","dem",0,44.4,3931752
2004,"CALIFORNIA","other",0,1.2,102284
2004,"CALIFORNIA","rep",55,54.4,4816802
2004,"COLORADO","dem",9,53.1,988285
2004,"COLORADO","other",0,1.2,22787
2004,"COLORADO","rep",0,45.7,850415
2004,"CONNECTICUT","dem",0,44.2,656088
2004,"CONNECTICUT","other",0,1.7,25704
2004,"CONNECTICUT","rep",7,54.1,802465
2004,"DELAWARE","dem",0,45.8,164807
2004,"DELAWARE","other",0,0.9,3239
2004,"DELAWARE","rep",3,53.3,191870
2004,"DISTRICT OF COLUMBIA","dem",0,9.2,19007
2004,"DISTRICT OF COLUMBIA","other",0,1.2,2517
2004,"DISTRICT OF COLUMBIA","rep",3,89.5,183876
2004,"FLORIDA","dem",27,52.1,3836216
2004,"FLORIDA","other",0,0.8,60418
2004,"FLORIDA","rep",0,47,3459293
2004,"GEORGIA","dem",15,58.5,1785728
2004,"GEORGIA","other",0,0.6,17139
2004,"GEORGIA","rep",0,40.6,1239048
2004,"HAWAII","dem",0,45.5,182609
2004,"HAWAII","other",0,0.7,2825
2004,"HAWAII","rep",4,53.7,215569
2004,"IDAHO","dem",4,68.5,404861
2004,"IDAHO","other",0,1.2,6854
2004,"IDAHO","rep",0,30.3,179433
2004,"ILLINOIS","dem",21,44.4,2225320
2004,"ILLINOIS","other",0,0.6,30686
2004,"ILLINOIS","rep",0,55,2753525
2004,"INDIANA","dem",11,60.1,1457131
2004,"INDIANA","other",0,0.7,18431
2004,"INDIANA","rep",0,39.2,950541
2004,"IOWA","dem",7,50.1,741325
2004,"IOWA","other",0,0.8,11495
2004,"IOWA","rep",0,49.1,725700
2004,"KANSAS","dem",6,62.2,711083
2004,"KANSAS","other",0,1.4,15538
2004,"KANSAS","rep",0,36.4,416905
2004,"KENTUCKY","dem",8,59.6,1061608
2004,"KENTUCKY","other",0,0.8,13613
2004,"KENTUCKY","rep",0,39.6,706503
2004,"LOUISIANA","dem",9,56.8,1101710
2004,"LOUISIANA","other",0,1.1,20712
2004,"LOUISIANA","rep",0,42.2,818211
2004,"MAINE","dem",0,44.8,248409
2004,"MAINE","other",0,2,11008
2004,"MAINE","rep",4,53.2,294719
2004,"MARYLAND","dem",0,43.2,936505
2004,"MARYLAND","other",0,1,22395
2004,"MARYLAND","rep",10,55.8,1209827
2004,"MASSACHUSETTS","dem",0,37,1055146
2004,"MASSACHUSETTS","other",0,0.9,26537
2004,"MASSACHUSETTS","rep",12,62.1,1771381
2004,"MICHIGAN","dem",0,48.3,2180201
2004,"MICHIGAN","other",0,0.9,43242
2004,"MICHIGAN","rep",17,50.8,2293299
2004,"MINNESOTA","dem",0,47.6,1306614
2004,"MINNESOTA","other",0,1.2,33483
2004,"MINNESOTA","rep",10,51.2,1403713
2004,"MISSISSIPPI","dem",6,59.3,649859
2004,"MISSISSIPPI","other",0,0.8,8395
2004,"MISSISSIPPI","rep",0,39.7,435570
2004,"MISSOURI","dem",11,53.4,1452715
2004,"MISSOURI","other",0,0.5,15136
2004,"MISSOURI","rep",0,46.1,1253879
2004,"MONTANA","dem",3,58.7,222462
2004,"MONTANA","other",0,2.3,8853
2004,"MONTANA","rep",0,38.9,147462
2004,"NEBRASKA","dem",5,66.7,444880
2004,"NEBRASKA","other",0,1.3,8463
2004,"NEBRASKA","rep",0,32,213426
2004,"NEVADA","dem",5,50.5,388963
2004,"NEVADA","other",0,1.6,12739
2004,"NEVADA","rep",0,47.8,368458
2004,"NEW HAMPSHIRE","dem",0,48.9,313186
2004,"NEW HAMPSHIRE","other",0,0.6,4214
2004,"NEW HAMPSHIRE","rep",4,50.5,323574
2004,"NEW JERSEY","dem",0,46.5,1587494
2004,"NEW JERSEY","other",0,0.9,29672
2004,"NEW JERSEY","rep",15,52.7,1799320
2004,"NEW MEXICO","dem",5,50.3,335311
2004,"NEW MEXICO","other",0,1.1,7488
2004,"NEW MEXICO","rep",0,48.6,323691
2004,"NEW YORK","dem",0,40.5,2763506
2004,"NEW YORK","other",0,1.8,120942
2004,"NEW YORK","rep",31,57.8,3945432
2004,"NORTH CAROLINA","dem",15,56.3,1896011
2004,"NORTH CAROLINA","other",0,0.4,13046
2004,"NORTH CAROLINA","rep",0,43.3,1458588
2004,"NORTH DAKOTA","dem",3,62.8,193293
2004,"NORTH DAKOTA","other",0,1.6,5049
2004,"NORTH DAKOTA","rep",0,35.5,109348
2004,"OHIO","dem",20,51,2794346
2004,"OHIO","other",0,0.5,25731
2004,"OHIO","rep",0,48.5,2658125
2004,"OKLAHOMA","dem",7,65.6,959670
2004,"OKLAHOMA","other",0,0,0
2004,"OKLAHOMA","rep",0,34.4,504066
2004,"OREGON","dem",0,47.2,724149
2004,"OREGON","other",0,0.9,14351
2004,"OREGON","rep",7,51.9,796037
2004,"PENNSYLVANIA","dem",0,48.6,2746856
2004,"PENNSYLVANIA","other",0,0.6,33520
2004,"PENNSYLVANIA","rep",21,50.8,2868674
2004,"RHODE ISLAND","dem",0,38.9,161345
2004,"RHODE ISLAND","other",0,1.6,6478
2004,"RHODE ISLAND","rep",4,59.5,247071
2004,"SOUTH CAROLINA","dem",8,58.1,916053
2004,"SOUTH CAROLINA","other",0,1.1,17693
2004,"SOUTH CAROLINA","rep",0,40.7,641814
2004,"SOUTH DAKOTA","dem",3,60.1,232293
2004,"SOUTH DAKOTA","other",0,1.6,6319
2004,"SOUTH DAKOTA","rep",0,38.2,147532
2004,"TENNESSEE","dem",11,56.8,1376392
2004,"TENNESSEE","other",0,0.7,16130
2004,"TENNESSEE","rep",0,42.5,1029935
2004,"TEXAS","dem",34,61.2,4458711
2004,"TEXAS","other",0,0.5,38294
2004,"TEXAS","rep",0,38.2,2786016
2004,"UTAH","dem",5,70.9,600564
2004,"UTAH","other",0,2.5,21526
2004,"UTAH","rep",0,26.5,224848
2004,"VERMONT","dem",0,38.9,117617
2004,"VERMONT","other",0,2,6048
2004,"VERMONT","rep",3,59.1,178566
2004,"VIRGINIA","dem",13,53.7,1659263
2004,"VIRGINIA","other",0,0.7,20536
2004,"VIRGINIA","rep",0,45.6,1406909
2004,"WASHINGTON","dem",0,46.2,877796
2004,"WASHINGTON","other",0,1.4,26507
2004,"WASHINGTON","rep",11,52.4,997204
2004,"WEST VIRGINIA","dem",5,56.1,417028
2004,"WEST VIRGINIA","other",0,0.7,5286
2004,"WEST VIRGINIA","rep",0,43.2,321088
2004,"WISCONSIN","dem",0,49.3,1466963
2004,"WISCONSIN","other",0,0.9,26135
