"year","state","party","ecv","pct","votes"
2004,"WISCONSIN","rep",10,49.8,1480256
2004,"WYOMING","dem",3,69,167130
2004,"WYOMING","other",0,1.9,4560
2004,"WYOMING","rep",0,29.1,70620
2008,"ALABAMA","dem",0,38.7,813479
2008,"ALABAMA","other",0,0.9,19794
2008,"ALABAMA","rep",9,60.3,1266546
2008,"ALASKA","dem",0,37.9,123594
2008,"ALASKA","other",0,0.3,8762
2008,"ALASKA","rep",3,59.4,193841
2008,"ARIZONA","dem",0,45.1,1034707
2008,"ARIZONA","other",0,1.2,28657
2008,"ARIZONA","rep",10,53.6,1230111
2008,"ARKANSAS","dem",0,38.9,422310
2008,"ARKANSAS","other",0,2.4,26290
2008,"ARKANSAS","rep",6,58.7,638017
2008,"CALIFORNIA","dem",55,61,8274473
2008,"CALIFORNIA","other",0,2,275646
2008,"CALIFORNIA","rep",0,37,5011781
2008,"COLORADO","dem",9,53.7,1288576
2008,"COLORADO","other",0,1.6,39196
2008,"COLORADO","rep",0,44.7,1073589
2008,"CONNECTICUT","dem",7,60.6,997772
2008,"CONNECTICUT","other",0,1.2,19592
2008,"CONNECTICUT","rep",0,38.2,629428
2008,"DELAWARE","dem",3,61.9,255459
2008,"DELAWARE","other",0,1.1,4579
2008,"DELAWARE","rep",0,36.9,152374
2008,"DISTRICT OF COLUMBIA","dem",3,92.5,245800
2008,"DISTRICT OF COLUMBIA","other",0,1,2686
2008,"DISTRICT OF COLUMBIA","rep",0,6.5,17367
2008,"FLORIDA","dem",27,51,4282074
2008,"FLORIDA","other",0,0.8,63036
2008,"FLORIDA","rep",0,48.2,4045624
2008,"GEORGIA","dem",0,47,1844137
2008,"GEORGIA","other",0,0.8,31551
2008,"GEORGIA","rep",15,52.2,2048744
2008,"HAWAII","dem",4,71.8,325871
2008,"HAWAII","other",0,1.6,7131
2008,"HAWAII","rep",0,26.6,120566
2008,"IDAHO","dem",0,36.1,236440
2008,"IDAHO","other",0,2.4,15580
2008,"IDAHO","rep",4,61.5,403012
2008,"ILLINOIS","dem",21,61.9,3419673
2008,"ILLINOIS","other",0,1.3,71851
2008,"ILLINOIS","rep",0,36.8,2031527
2008,"INDIANA","dem",11,49.9,1374039
2008,"INDIANA","other",0,1.1,31367
2008,"INDIANA","rep",0,48.9,1345648
2008,"IOWA","dem",7,53.9,828940
2008,"IOWA","other",0,1.7,25804
2008,"IOWA","rep",0,44.4,682379
2008,"KANSAS","dem",0,41.7,514765
2008,"KANSAS","other",0,1.7,21452
2008,"KANSAS","rep",6,56.6,699655
2008,"KENTUCKY","dem",0,41.2,751985
2008,"KENTUCKY","other",0,1.4,26061
2008,"KENTUCKY","rep",8,57.4,1048462
2008,"LOUISIANA","dem",0,39.9,782989
2008,"LOUISIANA","other",0,1.5,29497
2008,"LOUISIANA","rep",9,58.6,1148275
2008,"MAINE","dem",4,57.7,421923
2008,"MAINE","other",0,1.9,13967
2008,"MAINE","rep",0,40.4,295273
2008,"MARYLAND","dem",10,61.9,1629467
2008,"MARYLAND","other",0,1.6,42267
2008,"MARYLAND","rep",0,36.5,959862
2008,"MASSACHUSETTS","dem",12,61.8,1904097
2008,"MASSACHUSETTS","other",0,2.2,68034
2008,"MASSACHUSETTS","rep",0,36,1108854
2008,"MICHIGAN","dem",17,57.4,2872579
2008,"MICHIGAN","other",0,1.7,80548
2008,"MICHIGAN","rep",0,41,2048639
2008,"MINNESOTA","dem",10,54.1,1573354
2008,"MINNESOTA","other",0,2.1,61606
2008,"MINNESOTA","rep",0,43.8,1275409
2008,"MISSISSIPPI","dem",0,43,554662
2008,"MISSISSIPPI","other",0,0.8,10606
2008,"MISSISSIPPI","rep",6,56.2,724597
2008,"MISSOURI","dem",0,49.3,1441911
2008,"MISSOURI","other",0,1.3,37480
2008,"MISSOURI","rep",11,49.4,1445814
2008,"MONTANA","dem",0,47.9,231667
2008,"MONTANA","other",0,3.2,15679
2008,"MONTANA","rep",3,49.5,242763
2008,"NEBRASKA","dem",1,41.6,333319
2008,"NEBRASKA","other",0,1.9,14983
2008,"NEBRASKA","rep",4,56.5,452979
2008,"NEVADA","dem",5,55.1,533736
2008,"NEVADA","other",0,2.2,21285
2008,"NEVADA","rep",0,42.7,412827
2008,"NEW HAMPSHIRE","dem",4,54.1,384826
2008,"NEW HAMPSHIRE","other",0,1.4,9610
2008,"NEW HAMPSHIRE","rep",0,44.5,316534
2008,"NEW JERSEY","dem",15,57.3,2215422
2008,"NEW JERSEY","other",0,1,39608
2008,"NEW JERSEY","rep",0,41.7,1613207
2008,"NEW MEXICO","dem",5,56.9,472422
2008,"NEW MEXICO","other",0,1.3,10904
2008,"NEW MEXICO","rep",0,41.8,346832
2008,"NEW YORK","dem",31,62.8,4769700
2008,"NEW YORK","other",0,1.1,82815
2008,"NEW YORK","rep",0,36.1,2742298
2008,"NORTH CAROLINA","dem",15,49.7,2142651
2008,"NORTH CAROLINA","other",0,0.9,39664
2008,"NORTH CAROLINA","rep",0,49.4,2128474
2008,"NORTH DAKOTA","dem",0,44.6,141278
2008,"NORTH DAKOTA","other",0,2.1,6742
2008,"NORTH DAKOTA","rep",3,53.3,168601
2008,"OHIO","dem",20,51.5,2933388
2008,"OHIO","other",0,1.6,90381
2008,"OHIO","rep",0,46.9,2674491
2008,"OKLAHOMA","dem",0,34.4,502496
2008,"OKLAHOMA","other",1462661,0,0
2008,"OKLAHOMA","rep",6,65.6,960165
2008,"OREGON","dem",7,56.7,1037291
2008,"OREGON","other",0,2.9,52098
2008,"OREGON","rep",0,40.4,738475
2008,"PENNSYLVANIA","dem",21,54.7,3276363
2008,"PENNSYLVANIA","other",0,1,62889
2008,"PENNSYLVANIA","rep",0,44.3,2655885
2008,"RHODE ISLAND","dem",4,63.1,296571
2008,"RHODE ISLAND","other",0,1.7,7805
2008,"RHODE ISLAND","rep",0,35.2,165391
2008,"SOUTH CAROLINA","dem",0,44.9,862449
2008,"SOUTH CAROLINA","other",0,1.2,23624
2008,"SOUTH CAROLINA","rep",8,53.9,1034896
2008,"SOUTH DAKOTA","dem",0,44.7,170924
2008,"SOUTH DAKOTA","other",0,2.1,7997
2008,"SOUTH DAKOTA","rep",3,53.2,203054
2008,"TENNESSEE","dem",0,41.8,1087437
2008,"TENNESSEE","other",0,1.3,33134
2008,"TENNESSEE","rep",11,56.9,1479178
2008,"TEXAS","dem",0,43.7,3528633
2008,"TEXAS","other",0,0.9,69834
2008,"TEXAS","rep",34,55.5,4479328
2008,"UTAH","dem",0,34.4,327670
2008,"UTAH","other",0,3,28670
2008,"UTAH","rep",5,62.6,596030
2008,"VERMONT","dem",3,67.5,219262
2008,"VERMONT","other",0,2.1,6810
2008,"VERMONT","rep",0,30.4,98974
2008,"VIRGINIA","dem",13,52.6,1959532
2008,"VIRGINIA","other",0,1,38723
2008,"VIRGINIA","rep",0,46.3,1725005
2008,"WASHINGTON","dem",11,57.7,1750848
2008,"WASHINGTON","other",0,1.9,56814
2008,"WASHINGTON","rep",0,40.5,1229216
2008,"WEST VIRGINIA","dem",0,42.6,303857
2008,"WEST VIRGINIA","other",0,1.7,12138
2008,"WEST VIRGINIA","rep",5,55.7,397466
2008,"WISCONSIN","dem",10,56.2,1677211
2008,"WISCONSIN","other",0,1.5,43813
2008,"WISCONSIN","rep",0,42.3,1262393
2008,"WYOMING","dem",0,32.5,82868
2008,"WYOMING","other",0,2.7,6832
2008,"WYOMING","rep",3,64.8,164958
2012,"ALABAMA","dem",0,38.4,795696
2012,"ALABAMA","other",0,1.1,22717
2012,"ALABAMA","rep",9,60.6,1255925
2012,"ALASKA","dem",0,40.8,122640
2012,"ALASKA","other",0,4.4,13179
2012,"ALASKA","rep",3,54.8,164676
2012,"ARIZONA","dem",0,44.5,1025232
2012,"ARIZONA","other",0,2.1,47673
2012,"ARIZONA","rep",11,53.5,1233654
2012,"ARKANSAS","dem",0,36.9,394409
2012,"ARKANSAS","other",0,2.6,27315
2012,"ARKANSAS","rep",6,60.6,647744
2012,"CALIFORNIA","dem",55,60.2,7854285
2012,"CALIFORNIA","other",0,2.6,344304
2012,"CALIFORNIA","rep",0,37.1,4839958
2012,"COLORADO","dem",9,51.5,1322998
2012,"COLORADO","other",0,2.4,61169
2012,"COLORADO","rep",0,46.1,1185050
2012,"CONNECTICUT","dem",7,58.1,905083
2012,"CONNECTICUT","other",0,0.7,18985
2012,"CONNECTICUT","rep",0,40.7,634892
2012,"DELAWARE","dem",3,58.6,242584
2012,"DELAWARE","other",0,1.4,5822
2012,"DELAWARE","rep",0,40,165484
2012,"DISTRICT OF COLUMBIA","dem",3,90.9,267070
2012,"DISTRICT OF COLUMBIA","other",0,1.8,5313
2012,"DISTRICT OF COLUMBIA","rep",0,7.3,21381
2012,"FLORIDA","dem",29,49.9,4237756
2012,"FLORIDA","other",0,1,88959
2012,"FLORIDA","rep",0,49,4163447
2012,"GEORGIA","dem",0,45.5,1773827
2012,"GEORGIA","other",0,1.2,47535
2012,"GEORGIA","rep",16,53.3,2078688
2012,"HAWAII","dem",4,70.6,306658
2012,"HAWAII","other",0,1.6,7024
2012,"HAWAII","rep",0,27.8,121015
2012,"IDAHO","dem",0,32.4,212787
2012,"IDAHO","other",0,3.5,23044
2012,"IDAHO","rep",4,64.1,420911
2012,"ILLINOIS","dem",20,57.6,3019512
2012,"ILLINOIS","other",0,1.7,87286
2012,"ILLINOIS","rep",0,40.7,2135216
2012,"INDIANA","dem",0,43.9,1152887
2012,"INDIANA","other",0,1.9,51104
2012,"INDIANA","rep",11,54.1,1420543
2012,"IOWA","dem",6,52,822544
2012,"IOWA","other",0,1.8,29019
2012,"IOWA","rep",0,46.2,730617
2012,"KANSAS","dem",0,38,440726
2012,"KANSAS","other",0,2.3,26611
2012,"KANSAS","rep",6,59.7,692634
2012,"KENTUCKY","dem",0,37.8,679370
2012,"KENTUCKY","other",0,1.7,30652
2012,"KENTUCKY","rep",8,60.5,1087190
2012,"LOUISIANA","dem",0,40.6,809141
2012,"LOUISIANA","other",0,1.6,32662
2012,"LOUISIANA","rep",8,57.8,1152262
2012,"MAINE","dem",4,56.3,401306
2012,"MAINE","other",0,2.7,19598
2012,"MAINE","rep",0,41,292276
2012,"MARYLAND","dem",10,62,1677844
2012,"MARYLAND","other",0,2.1,57614
2012,"MARYLAND","rep",0,35.9,971869
2012,"MASSACHUSETTS","dem",11,60.7,1921290
2012,"MASSACHUSETTS","other",0,1.8,58163
2012,"MASSACHUSETTS","rep",0,37.5,1188314
2012,"MICHIGAN","dem",16,54.1,2564569
2012,"MICHIGAN","other",0,1.2,58150
2012,"MICHIGAN","rep",0,44.6,2115256
2012,"MINNESOTA","dem",10,52.7,1546167
2012,"MINNESOTA","other",0,2.4,70169
2012,"MINNESOTA","rep",0,45,1320225
2012,"MISSISSIPPI","dem",0,43.8,562949
2012,"MISSISSIPPI","other",0,0.9,11889
2012,"MISSISSIPPI","rep",6,55.3,710746
2012,"MISSOURI","dem",0,44.4,1223796
2012,"MISSOURI","other",0,1.9,51087
2012,"MISSOURI","rep",10,53.8,1482440
2012,"MONTANA","dem",0,41.7,201839
2012,"MONTANA","other",0,2.9,14271
2012,"MONTANA","rep",3,55.4,267928
2012,"NEBRASKA","dem",0,38,302081
2012,"NEBRASKA","other",0,2.2,17234
2012,"NEBRASKA","rep",5,59.8,475064
2012,"NEVADA","dem",6,52.4,531373
2012,"NEVADA","other",0,2,19978
2012,"NEVADA","rep",0,45.7,463567
2012,"NEW HAMPSHIRE","dem",4,52,369561
2012,"NEW HAMPSHIRE","other",0,1.6,11493
2012,"NEW HAMPSHIRE","rep",0,46.4,329918
2012,"NEW JERSEY","dem",14,58.2,2122786
2012,"NEW JERSEY","other",0,1.2,45013
2012,"NEW JERSEY","rep",0,40.5,1478088
2012,"NEW MEXICO","dem",5,53,415335
2012,"NEW MEXICO","other",0,4.2,32635
2012,"NEW MEXICO","rep",0,42.8,335788
2012,"NEW YORK","dem",29,62.4,4172739
2012,"NEW YORK","other",0,1.5,100287
2012,"NEW YORK","rep",0,36.1,2415156
2012,"NORTH CAROLINA","dem",0,48.4,2178391
2012,"NORTH CAROLINA","other",0,1.3,56586
2012,"NORTH CAROLINA","rep",15,50.4,2270395
2012,"NORTH DAKOTA","dem",0,38.7,124966
2012,"NORTH DAKOTA","other",0,3,9646
2012,"NORTH DAKOTA","rep",3,58.3,188320
2012,"OHIO","dem",18,50.7,2827621
2012,"OHIO","other",0,1.6,91714
2012,"OHIO","rep",0,47.7,2661407
2012,"OKLAHOMA","dem",0,33.2,443547
2012,"OKLAHOMA","other",1334872,0,0
2012,"OKLAHOMA","rep",7,66.8,891325
2012,"OREGON","dem",7,54.2,970488
2012,"OREGON","other",0,3.6,64607
2012,"OREGON","rep",0,42.2,754175
2012,"PENNSYLVANIA","dem",20,52,2990274
2012,"PENNSYLVANIA","other",0,1.4,82798
2012,"PENNSYLVANIA","rep",0,46.6,2680434
2012,"RHODE ISLAND","dem",4,62.7,279677
2012,"RHODE ISLAND","other",0,2.1,9168
2012,"RHODE ISLAND","rep",0,35.2,157204
2012,"SOUTH CAROLINA","dem",0,44.1,865941
2012,"SOUTH CAROLINA","other",0,1.4,26532
2012,"SOUTH CAROLINA","rep",9,54.6,1071645
2012,"SOUTH DAKOTA","dem",0,39.9,145039
2012,"SOUTH DAKOTA","other",0,2.2,8166
2012,"SOUTH DAKOTA","rep",3,57.9,210610
2012,"TENNESSEE","dem",0,39.1,960709
2012,"TENNESSEE","other",0,1.4,35538
2012,"TENNESSEE","rep",11,59.5,1462330
2012,"TEXAS","dem",0,41.4,3308124
2012,"TEXAS","other",0,1.4,115884
2012,"TEXAS","rep",38,57.2,4569843
2012,"UTAH","dem",0,24.7,251813
2012,"UTAH","other",0,2.7,27402
2012,"UTAH","rep",6,72.6,740600
2012,"VERMONT","dem",3,66.6,199239
2012,"VERMONT","other",0,2.5,7353
2012,"VERMONT","rep",0,31,92698
2012,"VIRGINIA","dem",13,51.2,1971820
2012,"VIRGINIA","other",0,1.6,60147
2012,"VIRGINIA","rep",0,47.3,1822522
2012,"WASHINGTON","dem",12,56.2,1755396
2012,"WASHINGTON","other",0,2.5,79450
2012,"WASHINGTON","rep",0,41.3,1290670
2012,"WEST VIRGINIA","dem",0,35.5,238269
2012,"WEST VIRGINIA","other",0,2.2,14514
2012,"WEST VIRGINIA","rep",5,62.3,417655
2012,"WISCONSIN","dem",10,52.8,1620985
2012,"WISCONSIN","other",0,1.3,39483
2012,"WISCONSIN","rep",0,45.9,1410966
2012,"WYOMING","dem",0,27.8,69286
2012,"WYOMING","other",0,3.5,8813
2012,"WYOMING","rep",3,68.6,170962
