"state","period","measure","unempl_rate"
"California","Apr 2004","not seasonally adjusted","6.3"
"Colorado","Apr 2004","not seasonally adjusted","5.4"
"Connecticut","Apr 2004","not seasonally adjusted","4.9"
"Delaware","Apr 2004","not seasonally adjusted","3.9"
"District of Columbia","Apr 2004","not seasonally adjusted","6.9"
"Florida","Apr 2004","not seasonally adjusted","4.3"
"Georgia","Apr 2004","not seasonally adjusted","4.2"
"Hawaii","Apr 2004","not seasonally adjusted","3.3"
"Idaho","Apr 2004","not seasonally adjusted","5.2"
"Illinois","Apr 2004","not seasonally adjusted","6"
"Indiana","Apr 2004","not seasonally adjusted","5"
"Iowa","Apr 2004","not seasonally adjusted","4.2"
"Kansas","Apr 2004","not seasonally adjusted","5.2"
"Kentucky","Apr 2004","not seasonally adjusted","5.4"
"Louisiana","Apr 2004","not seasonally adjusted","5.5"
"Maine","Apr 2004","not seasonally adjusted","4.8"
"Maryland","Apr 2004","not seasonally adjusted","3.9"
"Massachusetts","Apr 2004","not seasonally adjusted","5.1"
"Michigan","Apr 2004","not seasonally adjusted","6.4"
"Minnesota","Apr 2004","not seasonally adjusted","4.6"
"Mississippi","Apr 2004","not seasonally adjusted","5.1"
"Missouri","Apr 2004","not seasonally adjusted","5.4"
"Montana","Apr 2004","not seasonally adjusted","4.8"
"Nebraska","Apr 2004","not seasonally adjusted","3.6"
"Nevada","Apr 2004","not seasonally adjusted","4.3"
"New Hampshire","Apr 2004","not seasonally adjusted","3.8"
"New Jersey","Apr 2004","not seasonally adjusted","5"
"New Mexico","Apr 2004","not seasonally adjusted","5.3"
"New York","Apr 2004","not seasonally adjusted","5.9"
"North Carolina","Apr 2004","not seasonally adjusted","5.4"
"North Dakota","Apr 2004","not seasonally adjusted","3.4"
"Ohio","Apr 2004","not seasonally adjusted","6.1"
"Oklahoma","Apr 2004","not seasonally adjusted","4.6"
"Oregon","Apr 2004","not seasonally adjusted","7.5"
"Pennsylvania","Apr 2004","not seasonally adjusted","5.1"
"Rhode Island","Apr 2004","not seasonally adjusted","5.4"
"South Carolina","Apr 2004","not seasonally adjusted","6.3"
"South Dakota","Apr 2004","not seasonally adjusted","3.5"
"Tennessee","Apr 2004","not seasonally adjusted","4.7"
"Texas","Apr 2004","not seasonally adjusted","5.7"
"Utah","Apr 2004","not seasonally adjusted","5"
"Vermont","Apr 2004","not seasonally adjusted","4.1"
"Virginia","Apr 2004","not seasonally adjusted","3.6"
"Washington","Apr 2004","not seasonally adjusted","6.3"
"West Virginia","Apr 2004","not seasonally adjusted","5.6"
"Wisconsin","Apr 2004","not seasonally adjusted","5.3"
"Wyoming","Apr 2004","not seasonally adjusted","3.8"
"Alabama","May 2004","seasonally adjusted","5.8"
"Alaska","May 2004","seasonally adjusted","7.5"
"Arizona","May 2004","seasonally adjusted","5.2"
"Arkansas","May 2004","seasonally adjusted","5.8"
"California","May 2004","seasonally adjusted","6.3"
"Colorado","May 2004","seasonally adjusted","5.5"
"Connecticut","May 2004","seasonally adjusted","5"
"Delaware","May 2004","seasonally adjusted","3.9"
"District of Columbia","May 2004","seasonally adjusted","7.8"
"Florida","May 2004","seasonally adjusted","4.7"
"Georgia","May 2004","seasonally adjusted","4.7"
"Hawaii","May 2004","seasonally adjusted","3.4"
"Idaho","May 2004","seasonally adjusted","4.9"
"Illinois","May 2004","seasonally adjusted","6.2"
"Indiana","May 2004","seasonally adjusted","5.3"
"Iowa","May 2004","seasonally adjusted","4.5"
"Kansas","May 2004","seasonally adjusted","5.5"
"Kentucky","May 2004","seasonally adjusted","5.5"
"Louisiana","May 2004","seasonally adjusted","6.3"
"Maine","May 2004","seasonally adjusted","4.5"
"Maryland","May 2004","seasonally adjusted","4.2"
"Massachusetts","May 2004","seasonally adjusted","5.2"
"Michigan","May 2004","seasonally adjusted","7"
"Minnesota","May 2004","seasonally adjusted","4.8"
"Mississippi","May 2004","seasonally adjusted","6.2"
"Missouri","May 2004","seasonally adjusted","5.9"
"Montana","May 2004","seasonally adjusted","4.8"
"Nebraska","May 2004","seasonally adjusted","3.8"
"Nevada","May 2004","seasonally adjusted","4.4"
"New Hampshire","May 2004","seasonally adjusted","3.8"
"New Jersey","May 2004","seasonally adjusted","5"
"New Mexico","May 2004","seasonally adjusted","5.5"
"New York","May 2004","seasonally adjusted","6"
"North Carolina","May 2004","seasonally adjusted","5.6"
"North Dakota","May 2004","seasonally adjusted","3.4"
"Ohio","May 2004","seasonally adjusted","6.2"
"Oklahoma","May 2004","seasonally adjusted","4.9"
"Oregon","May 2004","seasonally adjusted","7.4"
"Pennsylvania","May 2004","seasonally adjusted","5.4"
"Rhode Island","May 2004","seasonally adjusted","5.3"
"South Carolina","May 2004","seasonally adjusted","6.9"
"South Dakota","May 2004","seasonally adjusted","3.7"
"Tennessee","May 2004","seasonally adjusted","5.1"
"Texas","May 2004","seasonally adjusted","6"
"Utah","May 2004","seasonally adjusted","5.1"
"Vermont","May 2004","seasonally adjusted","3.7"
"Virginia","May 2004","seasonally adjusted","3.9"
"Washington","May 2004","seasonally adjusted","6.3"
"West Virginia","May 2004","seasonally adjusted","5.4"
"Wisconsin","May 2004","seasonally adjusted","5.1"
"Wyoming","May 2004","seasonally adjusted","3.8"
"Alabama","May 2004","not seasonally adjusted","5.4"
"Alaska","May 2004","not seasonally adjusted","7.4"
"Arizona","May 2004","not seasonally adjusted","4.9"
"Arkansas","May 2004","not seasonally adjusted","5.8"
"California","May 2004","not seasonally adjusted","5.9"
"Colorado","May 2004","not seasonally adjusted","5.3"
"Connecticut","May 2004","not seasonally adjusted","5"
"Delaware","May 2004","not seasonally adjusted","3.5"
"District of Columbia","May 2004","not seasonally adjusted","7.4"
"Florida","May 2004","not seasonally adjusted","4.4"
"Georgia","May 2004","not seasonally adjusted","4.5"
"Hawaii","May 2004","not seasonally adjusted","3.2"
"Idaho","May 2004","not seasonally adjusted","4.4"
"Illinois","May 2004","not seasonally adjusted","6"
"Indiana","May 2004","not seasonally adjusted","5.1"
"Iowa","May 2004","not seasonally adjusted","4.1"
"Kansas","May 2004","not seasonally adjusted","5.3"
"Kentucky","May 2004","not seasonally adjusted","5.5"
"Louisiana","May 2004","not seasonally adjusted","5.9"
"Maine","May 2004","not seasonally adjusted","4.4"
"Maryland","May 2004","not seasonally adjusted","4.1"
"Massachusetts","May 2004","not seasonally adjusted","5.1"
"Michigan","May 2004","not seasonally adjusted","6.8"
"Minnesota","May 2004","not seasonally adjusted","4.3"
"Mississippi","May 2004","not seasonally adjusted","5.9"
"Missouri","May 2004","not seasonally adjusted","5.5"
"Montana","May 2004","not seasonally adjusted","4.3"
"Nebraska","May 2004","not seasonally adjusted","3.7"
"Nevada","May 2004","not seasonally adjusted","4.1"
"New Hampshire","May 2004","not seasonally adjusted","3.6"
"New Jersey","May 2004","not seasonally adjusted","4.7"
"New Mexico","May 2004","not seasonally adjusted","5.3"
"New York","May 2004","not seasonally adjusted","5.6"
"North Carolina","May 2004","not seasonally adjusted","5.5"
"North Dakota","May 2004","not seasonally adjusted","3"
"Ohio","May 2004","not seasonally adjusted","5.9"
"Oklahoma","May 2004","not seasonally adjusted","4.9"
"Oregon","May 2004","not seasonally adjusted","7"
"Pennsylvania","May 2004","not seasonally adjusted","5.3"
"Rhode Island","May 2004","not seasonally adjusted","5"
"South Carolina","May 2004","not seasonally adjusted","6.4"
"South Dakota","May 2004","not seasonally adjusted","3.5"
"Tennessee","May 2004","not seasonally adjusted","4.6"
"Texas","May 2004","not seasonally adjusted","5.7"
"Utah","May 2004","not seasonally adjusted","5"
"Vermont","May 2004","not seasonally adjusted","3.4"
"Virginia","May 2004","not seasonally adjusted","3.8"
"Washington","May 2004","not seasonally adjusted","6.1"
"West Virginia","May 2004","not seasonally adjusted","5.3"
"Wisconsin","May 2004","not seasonally adjusted","4.9"
"Wyoming","May 2004","not seasonally adjusted","3.6"
"Alabama","Jun 2004","seasonally adjusted","5.8"
"Alaska","Jun 2004","seasonally adjusted","7.5"
"Arizona","Jun 2004","seasonally adjusted","5.1"
"Arkansas","Jun 2004","seasonally adjusted","5.7"
"California","Jun 2004","seasonally adjusted","6.2"
"Colorado","Jun 2004","seasonally adjusted","5.4"
"Connecticut","Jun 2004","seasonally adjusted","5"
"Delaware","Jun 2004","seasonally adjusted","4"
"District of Columbia","Jun 2004","seasonally adjusted","7.9"
"Florida","Jun 2004","seasonally adjusted","4.7"
"Georgia","Jun 2004","seasonally adjusted","4.8"
"Hawaii","Jun 2004","seasonally adjusted","3.3"
"Idaho","Jun 2004","seasonally adjusted","4.9"
"Illinois","Jun 2004","seasonally adjusted","6.2"
"Indiana","Jun 2004","seasonally adjusted","5.3"
"Iowa","Jun 2004","seasonally adjusted","4.5"
"Kansas","Jun 2004","seasonally adjusted","5.5"
"Kentucky","Jun 2004","seasonally adjusted","5.5"
"Louisiana","Jun 2004","seasonally adjusted","6.2"
"Maine","Jun 2004","seasonally adjusted","4.5"
"Maryland","Jun 2004","seasonally adjusted","4.2"
"Massachusetts","Jun 2004","seasonally adjusted","5.2"
"Michigan","Jun 2004","seasonally adjusted","7"
"Minnesota","Jun 2004","seasonally adjusted","4.8"
"Mississippi","Jun 2004","seasonally adjusted","6.3"
"Missouri","Jun 2004","seasonally adjusted","6"
"Montana","Jun 2004","seasonally adjusted","4.8"
"Nebraska","Jun 2004","seasonally adjusted","3.8"
"Nevada","Jun 2004","seasonally adjusted","4.3"
"New Hampshire","Jun 2004","seasonally adjusted","3.7"
"New Jersey","Jun 2004","seasonally adjusted","4.9"
"New Mexico","Jun 2004","seasonally adjusted","5.5"
"New York","Jun 2004","seasonally adjusted","5.8"
"North Carolina","Jun 2004","seasonally adjusted","5.4"
"North Dakota","Jun 2004","seasonally adjusted","3.4"
"Ohio","Jun 2004","seasonally adjusted","6.2"
"Oklahoma","Jun 2004","seasonally adjusted","4.8"
"Oregon","Jun 2004","seasonally adjusted","7.3"
"Pennsylvania","Jun 2004","seasonally adjusted","5.4"
"Rhode Island","Jun 2004","seasonally adjusted","5.2"
"South Carolina","Jun 2004","seasonally adjusted","6.9"
"South Dakota","Jun 2004","seasonally adjusted","3.7"
"Tennessee","Jun 2004","seasonally adjusted","5.2"
"Texas","Jun 2004","seasonally adjusted","5.9"
"Utah","Jun 2004","seasonally adjusted","5"
"Vermont","Jun 2004","seasonally adjusted","3.6"
"Virginia","Jun 2004","seasonally adjusted","3.8"
"Washington","Jun 2004","seasonally adjusted","6.2"
"West Virginia","Jun 2004","seasonally adjusted","5.3"
"Wisconsin","Jun 2004","seasonally adjusted","5"
"Wyoming","Jun 2004","seasonally adjusted","3.8"
"Alabama","Jun 2004","not seasonally adjusted","6.1"
"Alaska","Jun 2004","not seasonally adjusted","7.6"
"Arizona","Jun 2004","not seasonally adjusted","5.4"
"Arkansas","Jun 2004","not seasonally adjusted","6.1"
"California","Jun 2004","not seasonally adjusted","6.4"
"Colorado","Jun 2004","not seasonally adjusted","5.7"
"Connecticut","Jun 2004","not seasonally adjusted","5.2"
"Delaware","Jun 2004","not seasonally adjusted","4.2"
"District of Columbia","Jun 2004","not seasonally adjusted","8.3"
"Florida","Jun 2004","not seasonally adjusted","5"
"Georgia","Jun 2004","not seasonally adjusted","5.3"
"Hawaii","Jun 2004","not seasonally adjusted","3.9"
"Idaho","Jun 2004","not seasonally adjusted","4.5"
"Illinois","Jun 2004","not seasonally adjusted","6.5"
"Indiana","Jun 2004","not seasonally adjusted","5.3"
"Iowa","Jun 2004","not seasonally adjusted","4.5"
"Kansas","Jun 2004","not seasonally adjusted","5.6"
"Kentucky","Jun 2004","not seasonally adjusted","5.7"
"Louisiana","Jun 2004","not seasonally adjusted","7"
"Maine","Jun 2004","not seasonally adjusted","4.3"
"Maryland","Jun 2004","not seasonally adjusted","4.6"
"Massachusetts","Jun 2004","not seasonally adjusted","5.5"
"Michigan","Jun 2004","not seasonally adjusted","7.4"
"Minnesota","Jun 2004","not seasonally adjusted","4.9"
"Mississippi","Jun 2004","not seasonally adjusted","6.8"
"Missouri","Jun 2004","not seasonally adjusted","6.2"
"Montana","Jun 2004","not seasonally adjusted","4.8"
"Nebraska","Jun 2004","not seasonally adjusted","4"
"Nevada","Jun 2004","not seasonally adjusted","4.4"
"New Hampshire","Jun 2004","not seasonally adjusted","3.7"
"New Jersey","Jun 2004","not seasonally adjusted","5"
"New Mexico","Jun 2004","not seasonally adjusted","6.2"
"New York","Jun 2004","not seasonally adjusted","5.8"
"North Carolina","Jun 2004","not seasonally adjusted","5.9"
"North Dakota","Jun 2004","not seasonally adjusted","3.7"
"Ohio","Jun 2004","not seasonally adjusted","6.5"
"Oklahoma","Jun 2004","not seasonally adjusted","5.4"
"Oregon","Jun 2004","not seasonally adjusted","7.4"
"Pennsylvania","Jun 2004","not seasonally adjusted","5.7"
"Rhode Island","Jun 2004","not seasonally adjusted","5"
"South Carolina","Jun 2004","not seasonally adjusted","7.3"
"South Dakota","Jun 2004","not seasonally adjusted","3.7"
"Tennessee","Jun 2004","not seasonally adjusted","5.4"
"Texas","Jun 2004","not seasonally adjusted","6.4"
"Utah","Jun 2004","not seasonally adjusted","5.4"
"Vermont","Jun 2004","not seasonally adjusted","3.6"
"Virginia","Jun 2004","not seasonally adjusted","4.2"
"Washington","Jun 2004","not seasonally adjusted","6.2"
"West Virginia","Jun 2004","not seasonally adjusted","5.6"
"Wisconsin","Jun 2004","not seasonally adjusted","5.3"
"Wyoming","Jun 2004","not seasonally adjusted","3.7"
"Alabama","Jul 2004","seasonally adjusted","5.7"
"Alaska","Jul 2004","seasonally adjusted","7.4"
"Arizona","Jul 2004","seasonally adjusted","5"
"Arkansas","Jul 2004","seasonally adjusted","5.7"
"California","Jul 2004","seasonally adjusted","6.1"
"Colorado","Jul 2004","seasonally adjusted","5.4"
"Connecticut","Jul 2004","seasonally adjusted","4.9"
"Delaware","Jul 2004","seasonally adjusted","4"
"District of Columbia","Jul 2004","seasonally adjusted","8.1"
"Florida","Jul 2004","seasonally adjusted","4.6"
"Georgia","Jul 2004","seasonally adjusted","4.8"
"Hawaii","Jul 2004","seasonally adjusted","3.3"
"Idaho","Jul 2004","seasonally adjusted","4.9"
"Illinois","Jul 2004","seasonally adjusted","6.1"
"Indiana","Jul 2004","seasonally adjusted","5.3"
"Iowa","Jul 2004","seasonally adjusted","4.5"
"Kansas","Jul 2004","seasonally adjusted","5.4"
"Kentucky","Jul 2004","seasonally adjusted","5.4"
"Louisiana","Jul 2004","seasonally adjusted","6"
"Maine","Jul 2004","seasonally adjusted","4.5"
"Maryland","Jul 2004","seasonally adjusted","4.2"
"Massachusetts","Jul 2004","seasonally adjusted","5.1"
"Michigan","Jul 2004","seasonally adjusted","7"
"Minnesota","Jul 2004","seasonally adjusted","4.7"
"Mississippi","Jul 2004","seasonally adjusted","6.4"
"Missouri","Jul 2004","seasonally adjusted","6"
"Montana","Jul 2004","seasonally adjusted","4.8"
"Nebraska","Jul 2004","seasonally adjusted","3.8"
"Nevada","Jul 2004","seasonally adjusted","4.2"
"New Hampshire","Jul 2004","seasonally adjusted","3.7"
"New Jersey","Jul 2004","seasonally adjusted","4.8"
"New Mexico","Jul 2004","seasonally adjusted","5.4"
"New York","Jul 2004","seasonally adjusted","5.7"
"North Carolina","Jul 2004","seasonally adjusted","5.3"
"North Dakota","Jul 2004","seasonally adjusted","3.4"
"Ohio","Jul 2004","seasonally adjusted","6.3"
"Oklahoma","Jul 2004","seasonally adjusted","4.8"
"Oregon","Jul 2004","seasonally adjusted","7.3"
"Pennsylvania","Jul 2004","seasonally adjusted","5.4"
"Rhode Island","Jul 2004","seasonally adjusted","5.1"
"South Carolina","Jul 2004","seasonally adjusted","6.8"
"South Dakota","Jul 2004","seasonally adjusted","3.7"
"Tennessee","Jul 2004","seasonally adjusted","5.3"
"Texas","Jul 2004","seasonally adjusted","5.8"
"Utah","Jul 2004","seasonally adjusted","5"
"Vermont","Jul 2004","seasonally adjusted","3.6"
"Virginia","Jul 2004","seasonally adjusted","3.8"
"Washington","Jul 2004","seasonally adjusted","6.1"
"West Virginia","Jul 2004","seasonally adjusted","5.2"
"Wisconsin","Jul 2004","seasonally adjusted","5"
"Wyoming","Jul 2004","seasonally adjusted","3.8"
"Alabama","Jul 2004","not seasonally adjusted","6"
"Alaska","Jul 2004","not seasonally adjusted","6.5"
"Arizona","Jul 2004","not seasonally adjusted","5.4"
"Arkansas","Jul 2004","not seasonally adjusted","6.1"
"California","Jul 2004","not seasonally adjusted","6.4"
"Colorado","Jul 2004","not seasonally adjusted","5.4"
"Connecticut","Jul 2004","not seasonally adjusted","5.2"
"Delaware","Jul 2004","not seasonally adjusted","4.1"
"District of Columbia","Jul 2004","not seasonally adjusted","8.4"
"Florida","Jul 2004","not seasonally adjusted","5"
"Georgia","Jul 2004","not seasonally adjusted","5.2"
"Hawaii","Jul 2004","not seasonally adjusted","3.3"
"Idaho","Jul 2004","not seasonally adjusted","4.3"
"Illinois","Jul 2004","not seasonally adjusted","6.3"
"Indiana","Jul 2004","not seasonally adjusted","5.5"
"Iowa","Jul 2004","not seasonally adjusted","4.2"
"Kansas","Jul 2004","not seasonally adjusted","5.7"
"Kentucky","Jul 2004","not seasonally adjusted","5.6"
"Louisiana","Jul 2004","not seasonally adjusted","6.4"
"Maine","Jul 2004","not seasonally adjusted","4.3"
"Maryland","Jul 2004","not seasonally adjusted","4.5"
"Massachusetts","Jul 2004","not seasonally adjusted","5.3"
"Michigan","Jul 2004","not seasonally adjusted","8"
"Minnesota","Jul 2004","not seasonally adjusted","4.6"
"Mississippi","Jul 2004","not seasonally adjusted","6.7"
"Missouri","Jul 2004","not seasonally adjusted","6.4"
"Montana","Jul 2004","not seasonally adjusted","4.3"
"Nebraska","Jul 2004","not seasonally adjusted","4"
"Nevada","Jul 2004","not seasonally adjusted","4.4"
"New Hampshire","Jul 2004","not seasonally adjusted","3.6"
"New Jersey","Jul 2004","not seasonally adjusted","5.2"
"New Mexico","Jul 2004","not seasonally adjusted","5.9"
"New York","Jul 2004","not seasonally adjusted","5.8"
"North Carolina","Jul 2004","not seasonally adjusted","5.6"
"North Dakota","Jul 2004","not seasonally adjusted","3.2"
"Ohio","Jul 2004","not seasonally adjusted","6.4"
"Oklahoma","Jul 2004","not seasonally adjusted","4.7"
"Oregon","Jul 2004","not seasonally adjusted","7.2"
"Pennsylvania","Jul 2004","not seasonally adjusted","5.6"
"Rhode Island","Jul 2004","not seasonally adjusted","5.5"
"South Carolina","Jul 2004","not seasonally adjusted","7"
"South Dakota","Jul 2004","not seasonally adjusted","3.6"
"Tennessee","Jul 2004","not seasonally adjusted","5.3"
"Texas","Jul 2004","not seasonally adjusted","6.2"
"Utah","Jul 2004","not seasonally adjusted","5.2"
"Vermont","Jul 2004","not seasonally adjusted","3.4"
"Virginia","Jul 2004","not seasonally adjusted","4"
"Washington","Jul 2004","not seasonally adjusted","5.9"
"West Virginia","Jul 2004","not seasonally adjusted","5.1"
"Wisconsin","Jul 2004","not seasonally adjusted","4.9"
"Wyoming","Jul 2004","not seasonally adjusted","3.4"
