"name","state","party","period","year"
"Armstrong, William Lester","CO","R",1983.1,1983
"Armstrong, William Lester","CO","R",1983.2,1983
"Armstrong, William Lester","CO","R",1983.3,1983
"Armstrong, William Lester","CO","R",1983.4,1983
"Armstrong, William Lester","CO","R",1984.1,1984
"Armstrong, William Lester","CO","R",1984.2,1984
"Armstrong, William Lester","CO","R",1984.3,1984
"Armstrong, William Lester","CO","R",1984.4,1984
"Armstrong, William Lester","CO","R",1985.1,1985
"Armstrong, William Lester","CO","R",1985.2,1985
"Armstrong, William Lester","CO","R",1985.3,1985
"Armstrong, William Lester","CO","R",1985.4,1985
"Armstrong, William Lester","CO","R",1986.1,1986
"Armstrong, William Lester","CO","R",1986.2,1986
"Armstrong, William Lester","CO","R",1986.3,1986
"Armstrong, William Lester","CO","R",1986.4,1986
"Armstrong, William Lester","CO","R",1987.1,1987
"Armstrong, William Lester","CO","R",1987.2,1987
"Armstrong, William Lester","CO","R",1987.3,1987
"Armstrong, William Lester","CO","R",1987.4,1987
"Armstrong, William Lester","CO","R",1988.1,1988
"Armstrong, William Lester","CO","R",1988.2,1988
"Armstrong, William Lester","CO","R",1988.3,1988
"Armstrong, William Lester","CO","R",1988.4,1988
"Armstrong, William Lester","CO","R",1989.1,1989
"Armstrong, William Lester","CO","R",1989.2,1989
"Armstrong, William Lester","CO","R",1989.3,1989
"Armstrong, William Lester","CO","R",1989.4,1989
"Armstrong, William Lester","CO","R",1990.1,1990
"Armstrong, William Lester","CO","R",1990.2,1990
"Armstrong, William Lester","CO","R",1990.3,1990
"Armstrong, William Lester","CO","R",1990.4,1990
"Ashcroft, John David","MO","R",1995.1,1995
"Ashcroft, John David","MO","R",1995.2,1995
"Ashcroft, John David","MO","R",1995.3,1995
"Ashcroft, John David","MO","R",1995.4,1995
"Ashcroft, John David","MO","R",1996.1,1996
"Ashcroft, John David","MO","R",1996.2,1996
"Ashcroft, John David","MO","R",1996.3,1996
"Ashcroft, John David","MO","R",1996.4,1996
"Ashcroft, John David","MO","R",1997.1,1997
"Ashcroft, John David","MO","R",1997.2,1997
"Ashcroft, John David","MO","R",1997.3,1997
"Ashcroft, John David","MO","R",1997.4,1997
"Ashcroft, John David","MO","R",1998.1,1998
"Ashcroft, John David","MO","R",1998.2,1998
"Ashcroft, John David","MO","R",1998.3,1998
"Ashcroft, John David","MO","R",1998.4,1998
"Ashcroft, John David","MO","R",1999.1,1999
"Ashcroft, John David","MO","R",1999.2,1999
"Ashcroft, John David","MO","R",1999.3,1999
"Ashcroft, John David","MO","R",1999.4,1999
"Ashcroft, John David","MO","R",2000.1,2000
"Ashcroft, John David","MO","R",2000.2,2000
"Ashcroft, John David","MO","R",2000.3,2000
"Ashcroft, John David","MO","R",2000.4,2000
"Baker, Howard Henry, Jr.","TN","R",1967.1,1967
"Baker, Howard Henry, Jr.","TN","R",1967.2,1967
"Baker, Howard Henry, Jr.","TN","R",1967.3,1967
"Baker, Howard Henry, Jr.","TN","R",1967.4,1967
"Baker, Howard Henry, Jr.","TN","R",1968.1,1968
"Baker, Howard Henry, Jr.","TN","R",1968.2,1968
"Baker, Howard Henry, Jr.","TN","R",1968.3,1968
"Baker, Howard Henry, Jr.","TN","R",1968.4,1968
"Baker, Howard Henry, Jr.","TN","R",1969.1,1969
"Baker, Howard Henry, Jr.","TN","R",1969.2,1969
"Baker, Howard Henry, Jr.","TN","R",1969.3,1969
"Baker, Howard Henry, Jr.","TN","R",1969.4,1969
"Baker, Howard Henry, Jr.","TN","R",1970.1,1970
"Baker, Howard Henry, Jr.","TN","R",1970.2,1970
"Baker, Howard Henry, Jr.","TN","R",1970.3,1970
"Baker, Howard Henry, Jr.","TN","R",1970.4,1970
"Baker, Howard Henry, Jr.","TN","R",1971.1,1971
"Baker, Howard Henry, Jr.","TN","R",1971.2,1971
"Baker, Howard Henry, Jr.","TN","R",1971.3,1971
"Baker, Howard Henry, Jr.","TN","R",1971.4,1971
"Baker, Howard Henry, Jr.","TN","R",1972.1,1972
"Baker, Howard Henry, Jr.","TN","R",1972.2,1972
"Baker, Howard Henry, Jr.","TN","R",1972.3,1972
"Baker, Howard Henry, Jr.","TN","R",1972.4,1972
"Baker, Howard Henry, Jr.","TN","R",1973.1,1973
"Baker, Howard Henry, Jr.","TN","R",1973.2,1973
"Baker, Howard Henry, Jr.","TN","R",1973.3,1973
"Baker, Howard Henry, Jr.","TN","R",1973.4,1973
"Baker, Howard Henry, Jr.","TN","R",1974.1,1974
"Baker, Howard Henry, Jr.","TN","R",1974.2,1974
"Baker, Howard Henry, Jr.","TN","R",1974.3,1974
"Baker, Howard Henry, Jr.","TN","R",1974.4,1974
"Baker, Howard Henry, Jr.","TN","R",1975.1,1975
"Baker, Howard Henry, Jr.","TN","R",1975.2,1975
"Baker, Howard Henry, Jr.","TN","R",1975.3,1975
"Baker, Howard Henry, Jr.","TN","R",1975.4,1975
"Baker, Howard Henry, Jr.","TN","R",1976.1,1976
"Baker, Howard Henry, Jr.","TN","R",1976.2,1976
"Baker, Howard Henry, Jr.","TN","R",1976.3,1976
"Baker, Howard Henry, Jr.","TN","R",1976.4,1976
"Baker, Howard Henry, Jr.","TN","R",1977.1,1977
"Baker, Howard Henry, Jr.","TN","R",1977.2,1977
"Baker, Howard Henry, Jr.","TN","R",1977.3,1977
"Baker, Howard Henry, Jr.","TN","R",1977.4,1977
"Baker, Howard Henry, Jr.","TN","R",1978.1,1978
"Baker, Howard Henry, Jr.","TN","R",1978.2,1978
"Baker, Howard Henry, Jr.","TN","R",1978.3,1978
"Baker, Howard Henry, Jr.","TN","R",1978.4,1978
"Baker, Howard Henry, Jr.","TN","R",1979.1,1979
"Baker, Howard Henry, Jr.","TN","R",1979.2,1979
"Baker, Howard Henry, Jr.","TN","R",1979.3,1979
"Baker, Howard Henry, Jr.","TN","R",1979.4,1979
"Baker, Howard Henry, Jr.","TN","R",1980.1,1980
"Baker, Howard Henry, Jr.","TN","R",1980.2,1980
"Baker, Howard Henry, Jr.","TN","R",1980.3,1980
"Baker, Howard Henry, Jr.","TN","R",1980.4,1980
"Baker, Howard Henry, Jr.","TN","R",1981.1,1981
"Baker, Howard Henry, Jr.","TN","R",1981.2,1981
"Baker, Howard Henry, Jr.","TN","R",1981.3,1981
"Baker, Howard Henry, Jr.","TN","R",1981.4,1981
"Baker, Howard Henry, Jr.","TN","R",1982.1,1982
"Baker, Howard Henry, Jr.","TN","R",1982.2,1982
"Baker, Howard Henry, Jr.","TN","R",1982.3,1982
"Baker, Howard Henry, Jr.","TN","R",1982.4,1982
"Baker, Howard Henry, Jr.","TN","R",1983.1,1983
"Baker, Howard Henry, Jr.","TN","R",1983.2,1983
"Baker, Howard Henry, Jr.","TN","R",1983.3,1983
"Baker, Howard Henry, Jr.","TN","R",1983.4,1983
"Baker, Howard Henry, Jr.","TN","R",1984.1,1984
"Baker, Howard Henry, Jr.","TN","R",1984.2,1984
"Baker, Howard Henry, Jr.","TN","R",1984.3,1984
"Baker, Howard Henry, Jr.","TN","R",1984.4,1984
"Barkley, Dean Malcolm","MN","In",2002.4,2002
"Bartlett, Dewey Follett","OK","R",1973.1,1973
"Bartlett, Dewey Follett","OK","R",1973.2,1973
"Bartlett, Dewey Follett","OK","R",1973.3,1973
"Bartlett, Dewey Follett","OK","R",1973.4,1973
"Bartlett, Dewey Follett","OK","R",1974.1,1974
"Bartlett, Dewey Follett","OK","R",1974.2,1974
"Bartlett, Dewey Follett","OK","R",1974.3,1974
"Bartlett, Dewey Follett","OK","R",1974.4,1974
"Bartlett, Dewey Follett","OK","R",1975.1,1975
"Bartlett, Dewey Follett","OK","R",1975.2,1975
"Bartlett, Dewey Follett","OK","R",1975.3,1975
"Bartlett, Dewey Follett","OK","R",1975.4,1975
"Bartlett, Dewey Follett","OK","R",1976.1,1976
"Bartlett, Dewey Follett","OK","R",1976.2,1976
"Bartlett, Dewey Follett","OK","R",1976.3,1976
"Bartlett, Dewey Follett","OK","R",1976.4,1976
"Bartlett, Dewey Follett","OK","R",1977.1,1977
"Bartlett, Dewey Follett","OK","R",1977.2,1977
"Bartlett, Dewey Follett","OK","R",1977.3,1977
"Bartlett, Dewey Follett","OK","R",1977.4,1977
"Bartlett, Dewey Follett","OK","R",1978.1,1978
"Bartlett, Dewey Follett","OK","R",1978.2,1978
"Bartlett, Dewey Follett","OK","R",1978.3,1978
"Bartlett, Dewey Follett","OK","R",1978.4,1978
"Bayh, Birch Evans, Jr.","IN","D",1963.1,1963
"Bayh, Birch Evans, Jr.","IN","D",1963.2,1963
"Bayh, Birch Evans, Jr.","IN","D",1963.3,1963
"Bayh, Birch Evans, Jr.","IN","D",1963.4,1963
"Bayh, Birch Evans, Jr.","IN","D",1964.1,1964
"Bayh, Birch Evans, Jr.","IN","D",1964.2,1964
"Bayh, Birch Evans, Jr.","IN","D",1964.3,1964
"Bayh, Birch Evans, Jr.","IN","D",1964.4,1964
"Bayh, Birch Evans, Jr.","IN","D",1965.1,1965
"Bayh, Birch Evans, Jr.","IN","D",1965.2,1965
"Bayh, Birch Evans, Jr.","IN","D",1965.3,1965
"Bayh, Birch Evans, Jr.","IN","D",1965.4,1965
"Bayh, Birch Evans, Jr.","IN","D",1966.1,1966
"Bayh, Birch Evans, Jr.","IN","D",1966.2,1966
"Bayh, Birch Evans, Jr.","IN","D",1966.3,1966
"Bayh, Birch Evans, Jr.","IN","D",1966.4,1966
"Bayh, Birch Evans, Jr.","IN","D",1967.1,1967
"Bayh, Birch Evans, Jr.","IN","D",1967.2,1967
"Bayh, Birch Evans, Jr.","IN","D",1967.3,1967
"Bayh, Birch Evans, Jr.","IN","D",1967.4,1967
"Bayh, Birch Evans, Jr.","IN","D",1968.1,1968
"Bayh, Birch Evans, Jr.","IN","D",1968.2,1968
"Bayh, Birch Evans, Jr.","IN","D",1968.3,1968
"Bayh, Birch Evans, Jr.","IN","D",1968.4,1968
"Bayh, Birch Evans, Jr.","IN","D",1969.1,1969
"Bayh, Birch Evans, Jr.","IN","D",1969.2,1969
"Bayh, Birch Evans, Jr.","IN","D",1969.3,1969
"Bayh, Birch Evans, Jr.","IN","D",1969.4,1969
"Bayh, Birch Evans, Jr.","IN","D",1970.1,1970
"Bayh, Birch Evans, Jr.","IN","D",1970.2,1970
"Bayh, Birch Evans, Jr.","IN","D",1970.3,1970
"Bayh, Birch Evans, Jr.","IN","D",1970.4,1970
"Bayh, Birch Evans, Jr.","IN","D",1971.1,1971
"Bayh, Birch Evans, Jr.","IN","D",1971.2,1971
"Bayh, Birch Evans, Jr.","IN","D",1971.3,1971
"Bayh, Birch Evans, Jr.","IN","D",1971.4,1971
"Bayh, Birch Evans, Jr.","IN","D",1972.1,1972
"Bayh, Birch Evans, Jr.","IN","D",1972.2,1972
"Bayh, Birch Evans, Jr.","IN","D",1972.3,1972
"Bayh, Birch Evans, Jr.","IN","D",1972.4,1972
"Bayh, Birch Evans, Jr.","IN","D",1973.1,1973
"Bayh, Birch Evans, Jr.","IN","D",1973.2,1973
"Bayh, Birch Evans, Jr.","IN","D",1973.3,1973
"Bayh, Birch Evans, Jr.","IN","D",1973.4,1973
"Bayh, Birch Evans, Jr.","IN","D",1974.1,1974
"Bayh, Birch Evans, Jr.","IN","D",1974.2,1974
"Bayh, Birch Evans, Jr.","IN","D",1974.3,1974
"Bayh, Birch Evans, Jr.","IN","D",1974.4,1974
"Bayh, Birch Evans, Jr.","IN","D",1975.1,1975
"Bayh, Birch Evans, Jr.","IN","D",1975.2,1975
"Bayh, Birch Evans, Jr.","IN","D",1975.3,1975
"Bayh, Birch Evans, Jr.","IN","D",1975.4,1975
"Bayh, Birch Evans, Jr.","IN","D",1976.1,1976
"Bayh, Birch Evans, Jr.","IN","D",1976.2,1976
"Bayh, Birch Evans, Jr.","IN","D",1976.3,1976
"Bayh, Birch Evans, Jr.","IN","D",1976.4,1976
"Bayh, Birch Evans, Jr.","IN","D",1977.1,1977
"Bayh, Birch Evans, Jr.","IN","D",1977.2,1977
"Bayh, Birch Evans, Jr.","IN","D",1977.3,1977
"Bayh, Birch Evans, Jr.","IN","D",1977.4,1977
"Bayh, Birch Evans, Jr.","IN","D",1978.1,1978
"Bayh, Birch Evans, Jr.","IN","D",1978.2,1978
"Bayh, Birch Evans, Jr.","IN","D",1978.3,1978
"Bayh, Birch Evans, Jr.","IN","D",1978.4,1978
"Bayh, Birch Evans, Jr.","IN","D",1979.1,1979
"Bayh, Birch Evans, Jr.","IN","D",1979.2,1979
"Bayh, Birch Evans, Jr.","IN","D",1979.3,1979
"Bayh, Birch Evans, Jr.","IN","D",1979.4,1979
"Bayh, Birch Evans, Jr.","IN","D",1980.1,1980
"Bayh, Birch Evans, Jr.","IN","D",1980.2,1980
"Bayh, Birch Evans, Jr.","IN","D",1980.3,1980
"Bayh, Birch Evans, Jr.","IN","D",1980.4,1980
"Beall, John Glenn, Jr.","MD","R",1971.1,1971
"Beall, John Glenn, Jr.","MD","R",1971.2,1971
"Beall, John Glenn, Jr.","MD","R",1971.3,1971
"Beall, John Glenn, Jr.","MD","R",1971.4,1971
"Beall, John Glenn, Jr.","MD","R",1972.1,1972
"Beall, John Glenn, Jr.","MD","R",1972.2,1972
"Beall, John Glenn, Jr.","MD","R",1972.3,1972
"Beall, John Glenn, Jr.","MD","R",1972.4,1972
"Beall, John Glenn, Jr.","MD","R",1973.1,1973
"Beall, John Glenn, Jr.","MD","R",1973.2,1973
"Beall, John Glenn, Jr.","MD","R",1973.3,1973
"Beall, John Glenn, Jr.","MD","R",1973.4,1973
"Beall, John Glenn, Jr.","MD","R",1974.1,1974
"Beall, John Glenn, Jr.","MD","R",1974.2,1974
"Beall, John Glenn, Jr.","MD","R",1974.3,1974
"Beall, John Glenn, Jr.","MD","R",1974.4,1974
"Beall, John Glenn, Jr.","MD","R",1975.1,1975
"Beall, John Glenn, Jr.","MD","R",1975.2,1975
"Beall, John Glenn, Jr.","MD","R",1975.3,1975
"Beall, John Glenn, Jr.","MD","R",1975.4,1975
"Beall, John Glenn, Jr.","MD","R",1976.1,1976
"Beall, John Glenn, Jr.","MD","R",1976.2,1976
"Beall, John Glenn, Jr.","MD","R",1976.3,1976
"Beall, John Glenn, Jr.","MD","R",1976.4,1976
"Bellmon, Henry Louis","OK","R",1969.1,1969
"Bellmon, Henry Louis","OK","R",1969.2,1969
"Bellmon, Henry Louis","OK","R",1969.3,1969
"Bellmon, Henry Louis","OK","R",1969.4,1969
"Bellmon, Henry Louis","OK","R",1970.1,1970
"Bellmon, Henry Louis","OK","R",1970.2,1970
"Bellmon, Henry Louis","OK","R",1970.3,1970
"Bellmon, Henry Louis","OK","R",1970.4,1970
"Bellmon, Henry Louis","OK","R",1971.1,1971
"Bellmon, Henry Louis","OK","R",1971.2,1971
"Bellmon, Henry Louis","OK","R",1971.3,1971
"Bellmon, Henry Louis","OK","R",1971.4,1971
"Bellmon, Henry Louis","OK","R",1972.1,1972
"Bellmon, Henry Louis","OK","R",1972.2,1972
"Bellmon, Henry Louis","OK","R",1972.3,1972
"Bellmon, Henry Louis","OK","R",1972.4,1972
"Bellmon, Henry Louis","OK","R",1973.1,1973
"Bellmon, Henry Louis","OK","R",1973.2,1973
"Bellmon, Henry Louis","OK","R",1973.3,1973
"Bellmon, Henry Louis","OK","R",1973.4,1973
"Bellmon, Henry Louis","OK","R",1974.1,1974
"Bellmon, Henry Louis","OK","R",1974.2,1974
"Bellmon, Henry Louis","OK","R",1974.3,1974
"Bellmon, Henry Louis","OK","R",1974.4,1974
"Bellmon, Henry Louis","OK","R",1975.1,1975
"Bellmon, Henry Louis","OK","R",1975.2,1975
"Bellmon, Henry Louis","OK","R",1975.3,1975
"Bellmon, Henry Louis","OK","R",1975.4,1975
"Bellmon, Henry Louis","OK","R",1976.1,1976
"Bellmon, Henry Louis","OK","R",1976.2,1976
"Bellmon, Henry Louis","OK","R",1976.3,1976
"Bellmon, Henry Louis","OK","R",1976.4,1976
"Bellmon, Henry Louis","OK","R",1977.1,1977
"Bellmon, Henry Louis","OK","R",1977.2,1977
"Bellmon, Henry Louis","OK","R",1977.3,1977
"Bellmon, Henry Louis","OK","R",1977.4,1977
"Bellmon, Henry Louis","OK","R",1978.1,1978
"Bellmon, Henry Louis","OK","R",1978.2,1978
"Bellmon, Henry Louis","OK","R",1978.3,1978
"Bellmon, Henry Louis","OK","R",1978.4,1978
"Bellmon, Henry Louis","OK","R",1979.1,1979
"Bellmon, Henry Louis","OK","R",1979.2,1979
"Bellmon, Henry Louis","OK","R",1979.3,1979
"Bellmon, Henry Louis","OK","R",1979.4,1979
"Bellmon, Henry Louis","OK","R",1980.1,1980
"Bellmon, Henry Louis","OK","R",1980.2,1980
"Bellmon, Henry Louis","OK","R",1980.3,1980
"Bellmon, Henry Louis","OK","R",1980.4,1980
"Bennett, Wallace Foster","UT","R",1951.1,1951
"Bennett, Wallace Foster","UT","R",1951.2,1951
"Bennett, Wallace Foster","UT","R",1951.3,1951
"Bennett, Wallace Foster","UT","R",1951.4,1951
"Bennett, Wallace Foster","UT","R",1952.1,1952
"Bennett, Wallace Foster","UT","R",1952.2,1952
"Bennett, Wallace Foster","UT","R",1952.3,1952
"Bennett, Wallace Foster","UT","R",1952.4,1952
"Bennett, Wallace Foster","UT","R",1953.1,1953
"Bennett, Wallace Foster","UT","R",1953.2,1953
"Bennett, Wallace Foster","UT","R",1953.3,1953
"Bennett, Wallace Foster","UT","R",1953.4,1953
"Bennett, Wallace Foster","UT","R",1954.1,1954
"Bennett, Wallace Foster","UT","R",1954.2,1954
"Bennett, Wallace Foster","UT","R",1954.3,1954
"Bennett, Wallace Foster","UT","R",1954.4,1954
"Bennett, Wallace Foster","UT","R",1955.1,1955
"Bennett, Wallace Foster","UT","R",1955.2,1955
"Bennett, Wallace Foster","UT","R",1955.3,1955
"Bennett, Wallace Foster","UT","R",1955.4,1955
"Bennett, Wallace Foster","UT","R",1956.1,1956
"Bennett, Wallace Foster","UT","R",1956.2,1956
"Bennett, Wallace Foster","UT","R",1956.3,1956
"Bennett, Wallace Foster","UT","R",1956.4,1956
"Bennett, Wallace Foster","UT","R",1957.1,1957
"Bennett, Wallace Foster","UT","R",1957.2,1957
"Bennett, Wallace Foster","UT","R",1957.3,1957
"Bennett, Wallace Foster","UT","R",1957.4,1957
"Bennett, Wallace Foster","UT","R",1958.1,1958
"Bennett, Wallace Foster","UT","R",1958.2,1958
"Bennett, Wallace Foster","UT","R",1958.3,1958
"Bennett, Wallace Foster","UT","R",1958.4,1958
"Bennett, Wallace Foster","UT","R",1959.1,1959
"Bennett, Wallace Foster","UT","R",1959.2,1959
"Bennett, Wallace Foster","UT","R",1959.3,1959
"Bennett, Wallace Foster","UT","R",1959.4,1959
"Bennett, Wallace Foster","UT","R",1960.1,1960
"Bennett, Wallace Foster","UT","R",1960.2,1960
"Bennett, Wallace Foster","UT","R",1960.3,1960
"Bennett, Wallace Foster","UT","R",1960.4,1960
"Bennett, Wallace Foster","UT","R",1961.1,1961
"Bennett, Wallace Foster","UT","R",1961.2,1961
"Bennett, Wallace Foster","UT","R",1961.3,1961
"Bennett, Wallace Foster","UT","R",1961.4,1961
"Bennett, Wallace Foster","UT","R",1962.1,1962
"Bennett, Wallace Foster","UT","R",1962.2,1962
"Bennett, Wallace Foster","UT","R",1962.3,1962
"Bennett, Wallace Foster","UT","R",1962.4,1962
"Bennett, Wallace Foster","UT","R",1963.1,1963
"Bennett, Wallace Foster","UT","R",1963.2,1963
"Bennett, Wallace Foster","UT","R",1963.3,1963
"Bennett, Wallace Foster","UT","R",1963.4,1963
"Bennett, Wallace Foster","UT","R",1964.1,1964
"Bennett, Wallace Foster","UT","R",1964.2,1964
"Bennett, Wallace Foster","UT","R",1964.3,1964
"Bennett, Wallace Foster","UT","R",1964.4,1964
"Bennett, Wallace Foster","UT","R",1965.1,1965
"Bennett, Wallace Foster","UT","R",1965.2,1965
"Bennett, Wallace Foster","UT","R",1965.3,1965
"Bennett, Wallace Foster","UT","R",1965.4,1965
"Bennett, Wallace Foster","UT","R",1966.1,1966
"Bennett, Wallace Foster","UT","R",1966.2,1966
"Bennett, Wallace Foster","UT","R",1966.3,1966
"Bennett, Wallace Foster","UT","R",1966.4,1966
"Bennett, Wallace Foster","UT","R",1967.1,1967
"Bennett, Wallace Foster","UT","R",1967.2,1967
"Bennett, Wallace Foster","UT","R",1967.3,1967
"Bennett, Wallace Foster","UT","R",1967.4,1967
"Bennett, Wallace Foster","UT","R",1968.1,1968
"Bennett, Wallace Foster","UT","R",1968.2,1968
"Bennett, Wallace Foster","UT","R",1968.3,1968
"Bennett, Wallace Foster","UT","R",1968.4,1968
"Bennett, Wallace Foster","UT","R",1969.1,1969
"Bennett, Wallace Foster","UT","R",1969.2,1969
"Bennett, Wallace Foster","UT","R",1969.3,1969
"Bennett, Wallace Foster","UT","R",1969.4,1969
"Bennett, Wallace Foster","UT","R",1970.1,1970
"Bennett, Wallace Foster","UT","R",1970.2,1970
"Bennett, Wallace Foster","UT","R",1970.3,1970
"Bennett, Wallace Foster","UT","R",1970.4,1970
"Bennett, Wallace Foster","UT","R",1971.1,1971
"Bennett, Wallace Foster","UT","R",1971.2,1971
"Bennett, Wallace Foster","UT","R",1971.3,1971
"Bennett, Wallace Foster","UT","R",1971.4,1971
"Bennett, Wallace Foster","UT","R",1972.1,1972
"Bennett, Wallace Foster","UT","R",1972.2,1972
"Bennett, Wallace Foster","UT","R",1972.3,1972
"Bennett, Wallace Foster","UT","R",1972.4,1972
"Bennett, Wallace Foster","UT","R",1973.1,1973
"Bennett, Wallace Foster","UT","R",1973.2,1973
"Bennett, Wallace Foster","UT","R",1973.3,1973
"Bennett, Wallace Foster","UT","R",1973.4,1973
"Bennett, Wallace Foster","UT","R",1974.1,1974
"Bennett, Wallace Foster","UT","R",1974.2,1974
"Bennett, Wallace Foster","UT","R",1974.3,1974
"Bennett, Wallace Foster","UT","R",1974.4,1974
"Bentsen, Lloyd Millard, Jr.","TX","D",1971.1,1971
"Bentsen, Lloyd Millard, Jr.","TX","D",1971.2,1971
"Bentsen, Lloyd Millard, Jr.","TX","D",1971.3,1971
"Bentsen, Lloyd Millard, Jr.","TX","D",1971.4,1971
"Bentsen, Lloyd Millard, Jr.","TX","D",1972.1,1972
"Bentsen, Lloyd Millard, Jr.","TX","D",1972.2,1972
"Bentsen, Lloyd Millard, Jr.","TX","D",1972.3,1972
"Bentsen, Lloyd Millard, Jr.","TX","D",1972.4,1972
"Bentsen, Lloyd Millard, Jr.","TX","D",1973.1,1973
"Bentsen, Lloyd Millard, Jr.","TX","D",1973.2,1973
"Bentsen, Lloyd Millard, Jr.","TX","D",1973.3,1973
"Bentsen, Lloyd Millard, Jr.","TX","D",1973.4,1973
"Bentsen, Lloyd Millard, Jr.","TX","D",1974.1,1974
"Bentsen, Lloyd Millard, Jr.","TX","D",1974.2,1974
"Bentsen, Lloyd Millard, Jr.","TX","D",1974.3,1974
"Bentsen, Lloyd Millard, Jr.","TX","D",1974.4,1974
"Bentsen, Lloyd Millard, Jr.","TX","D",1975.1,1975
"Bentsen, Lloyd Millard, Jr.","TX","D",1975.2,1975
"Bentsen, Lloyd Millard, Jr.","TX","D",1975.3,1975
"Bentsen, Lloyd Millard, Jr.","TX","D",1975.4,1975
"Bentsen, Lloyd Millard, Jr.","TX","D",1976.1,1976
"Bentsen, Lloyd Millard, Jr.","TX","D",1976.2,1976
"Bentsen, Lloyd Millard, Jr.","TX","D",1976.3,1976
"Bentsen, Lloyd Millard, Jr.","TX","D",1976.4,1976
"Bentsen, Lloyd Millard, Jr.","TX","D",1977.1,1977
"Bentsen, Lloyd Millard, Jr.","TX","D",1977.2,1977
"Bentsen, Lloyd Millard, Jr.","TX","D",1977.3,1977
"Bentsen, Lloyd Millard, Jr.","TX","D",1977.4,1977
"Bentsen, Lloyd Millard, Jr.","TX","D",1978.1,1978
"Bentsen, Lloyd Millard, Jr.","TX","D",1978.2,1978
"Bentsen, Lloyd Millard, Jr.","TX","D",1978.3,1978
"Bentsen, Lloyd Millard, Jr.","TX","D",1978.4,1978
"Bentsen, Lloyd Millard, Jr.","TX","D",1979.1,1979
